week,date_from,date_to,kommune_bydel_no,kommune_bydel_name,kommune_no,kommune_name,fylke_no,fylke_name,unemployment_benefits_applications,workforce,share
2020-11,2020-03-09,2020-03-15,030112,Alna,0301,Oslo,03,Oslo,220,24835,0.00885846587477351
2020-12,2020-03-16,2020-03-22,030112,Alna,0301,Oslo,03,Oslo,1953,24835,0.078639017515603
2020-13,2020-03-23,2020-03-29,030112,Alna,0301,Oslo,03,Oslo,759,24835,0.0305617072679686
2020-14,2020-03-30,2020-04-05,030112,Alna,0301,Oslo,03,Oslo,422,24835,0.0169921481779746
2020-15,2020-04-06,2020-04-12,030112,Alna,0301,Oslo,03,Oslo,194,24835,0.00781155627139118
2020-16,2020-04-13,2020-04-19,030112,Alna,0301,Oslo,03,Oslo,158,24835,0.00636198912824643
2020-17,2020-04-20,2020-04-26,030112,Alna,0301,Oslo,03,Oslo,99,24835,0.00398630964364808
2020-18,2020-04-27,2020-05-03,030112,Alna,0301,Oslo,03,Oslo,99,24835,0.00398630964364808
2020-19,2020-05-04,2020-05-10,030112,Alna,0301,Oslo,03,Oslo,64,24835,0.0025770082544795702
2020-20,2020-05-11,2020-05-17,030112,Alna,0301,Oslo,03,Oslo,42,24835,0.00169116166700221
2020-21,2020-05-18,2020-05-24,030112,Alna,0301,Oslo,03,Oslo,45,24835,0.0018119589289309402
2020-22,2020-05-25,2020-05-31,030112,Alna,0301,Oslo,03,Oslo,33,24835,0.00132876988121603
2020-11,2020-03-09,2020-03-15,030109,Bjerke,0301,Oslo,03,Oslo,146,18141,0.00804806791246348
2020-12,2020-03-16,2020-03-22,030109,Bjerke,0301,Oslo,03,Oslo,1371,18141,0.0755746651232016
2020-13,2020-03-23,2020-03-29,030109,Bjerke,0301,Oslo,03,Oslo,457,18141,0.0251915550410672
2020-14,2020-03-30,2020-04-05,030109,Bjerke,0301,Oslo,03,Oslo,313,18141,0.017253734634253903
2020-15,2020-04-06,2020-04-12,030109,Bjerke,0301,Oslo,03,Oslo,127,18141,0.00700071660878673
2020-16,2020-04-13,2020-04-19,030109,Bjerke,0301,Oslo,03,Oslo,95,18141,0.00523675651838377
2020-17,2020-04-20,2020-04-26,030109,Bjerke,0301,Oslo,03,Oslo,80,18141,0.00440990022600739
2020-18,2020-04-27,2020-05-03,030109,Bjerke,0301,Oslo,03,Oslo,68,18141,0.0037484151921062803
2020-19,2020-05-04,2020-05-10,030109,Bjerke,0301,Oslo,03,Oslo,48,18141,0.00264594013560443
2020-20,2020-05-11,2020-05-17,030109,Bjerke,0301,Oslo,03,Oslo,36,18141,0.00198445510170332
2020-21,2020-05-18,2020-05-24,030109,Bjerke,0301,Oslo,03,Oslo,23,18141,0.00126784631497712
2020-22,2020-05-25,2020-05-31,030109,Bjerke,0301,Oslo,03,Oslo,22,18141,0.00121272256215203
2020-11,2020-03-09,2020-03-15,030105,Frogner,0301,Oslo,03,Oslo,546,37248,0.014658505154639201
2020-12,2020-03-16,2020-03-22,030105,Frogner,0301,Oslo,03,Oslo,3502,37248,0.094018470790378
2020-13,2020-03-23,2020-03-29,030105,Frogner,0301,Oslo,03,Oslo,1180,37248,0.0316795532646048
2020-14,2020-03-30,2020-04-05,030105,Frogner,0301,Oslo,03,Oslo,642,37248,0.017235824742268
2020-15,2020-04-06,2020-04-12,030105,Frogner,0301,Oslo,03,Oslo,249,37248,0.00668492268041237
2020-16,2020-04-13,2020-04-19,030105,Frogner,0301,Oslo,03,Oslo,215,37248,0.00577212199312715
2020-17,2020-04-20,2020-04-26,030105,Frogner,0301,Oslo,03,Oslo,156,37248,0.00418814432989691
2020-18,2020-04-27,2020-05-03,030105,Frogner,0301,Oslo,03,Oslo,160,37248,0.00429553264604811
2020-19,2020-05-04,2020-05-10,030105,Frogner,0301,Oslo,03,Oslo,100,37248,0.0026847079037800696
2020-20,2020-05-11,2020-05-17,030105,Frogner,0301,Oslo,03,Oslo,86,37248,0.00230884879725086
2020-21,2020-05-18,2020-05-24,030105,Frogner,0301,Oslo,03,Oslo,58,37248,0.00155713058419244
2020-22,2020-05-25,2020-05-31,030105,Frogner,0301,Oslo,03,Oslo,34,37248,9.12800687285223e-4
2020-11,2020-03-09,2020-03-15,030101,Gamle Oslo,0301,Oslo,03,Oslo,491,37226,0.013189706119378898
2020-12,2020-03-16,2020-03-22,030101,Gamle Oslo,0301,Oslo,03,Oslo,3144,37226,0.0844570998764305
2020-13,2020-03-23,2020-03-29,030101,Gamle Oslo,0301,Oslo,03,Oslo,1177,37226,0.0316176865631548
2020-14,2020-03-30,2020-04-05,030101,Gamle Oslo,0301,Oslo,03,Oslo,675,37226,0.0181324880459894
2020-15,2020-04-06,2020-04-12,030101,Gamle Oslo,0301,Oslo,03,Oslo,299,37226,0.00803202063074196
2020-16,2020-04-13,2020-04-19,030101,Gamle Oslo,0301,Oslo,03,Oslo,272,37226,0.00730672110890238
2020-17,2020-04-20,2020-04-26,030101,Gamle Oslo,0301,Oslo,03,Oslo,173,37226,0.00464728952882394
2020-18,2020-04-27,2020-05-03,030101,Gamle Oslo,0301,Oslo,03,Oslo,139,37226,0.0037339493902111397
2020-19,2020-05-04,2020-05-10,030101,Gamle Oslo,0301,Oslo,03,Oslo,102,37226,0.00274002041583839
2020-20,2020-05-11,2020-05-17,030101,Gamle Oslo,0301,Oslo,03,Oslo,84,37226,0.00225648740127868
2020-21,2020-05-18,2020-05-24,030101,Gamle Oslo,0301,Oslo,03,Oslo,58,37226,0.0015580508246924199
2020-22,2020-05-25,2020-05-31,030101,Gamle Oslo,0301,Oslo,03,Oslo,51,37226,0.0013700102079192
2020-11,2020-03-09,2020-03-15,030110,Grorud,0301,Oslo,03,Oslo,113,13935,0.00810907786149982
2020-12,2020-03-16,2020-03-22,030110,Grorud,0301,Oslo,03,Oslo,1127,13935,0.080875493362038
2020-13,2020-03-23,2020-03-29,030110,Grorud,0301,Oslo,03,Oslo,411,13935,0.029494079655543598
2020-14,2020-03-30,2020-04-05,030110,Grorud,0301,Oslo,03,Oslo,270,13935,0.0193756727664155
2020-15,2020-04-06,2020-04-12,030110,Grorud,0301,Oslo,03,Oslo,106,13935,0.00760674560459275
2020-16,2020-04-13,2020-04-19,030110,Grorud,0301,Oslo,03,Oslo,92,13935,0.00660208109077862
2020-17,2020-04-20,2020-04-26,030110,Grorud,0301,Oslo,03,Oslo,57,13935,0.00409041980624327
2020-18,2020-04-27,2020-05-03,030110,Grorud,0301,Oslo,03,Oslo,38,13935,0.00272694653749551
2020-19,2020-05-04,2020-05-10,030110,Grorud,0301,Oslo,03,Oslo,35,13935,0.00251166128453534
2020-20,2020-05-11,2020-05-17,030110,Grorud,0301,Oslo,03,Oslo,31,13935,0.00222461428058845
2020-21,2020-05-18,2020-05-24,030110,Grorud,0301,Oslo,03,Oslo,21,13935,0.00150699677072121
2020-22,2020-05-25,2020-05-31,030110,Grorud,0301,Oslo,03,Oslo,18,13935,0.00129171151776103
2020-11,2020-03-09,2020-03-15,030102,Grünerløkka,0301,Oslo,03,Oslo,609,42823,0.014221329659295201
2020-12,2020-03-16,2020-03-22,030102,Grünerløkka,0301,Oslo,03,Oslo,3789,42823,0.08848048945660039
2020-13,2020-03-23,2020-03-29,030102,Grünerløkka,0301,Oslo,03,Oslo,1412,42823,0.032972935104966995
2020-14,2020-03-30,2020-04-05,030102,Grünerløkka,0301,Oslo,03,Oslo,722,42823,0.0168600985451743
2020-15,2020-04-06,2020-04-12,030102,Grünerløkka,0301,Oslo,03,Oslo,313,42823,0.00730915629451463
2020-16,2020-04-13,2020-04-19,030102,Grünerløkka,0301,Oslo,03,Oslo,270,42823,0.00630502300165799
2020-17,2020-04-20,2020-04-26,030102,Grünerløkka,0301,Oslo,03,Oslo,185,42823,0.00432010835298788
2020-18,2020-04-27,2020-05-03,030102,Grünerløkka,0301,Oslo,03,Oslo,168,42823,0.0039231254232538594
2020-19,2020-05-04,2020-05-10,030102,Grünerløkka,0301,Oslo,03,Oslo,134,42823,0.00312915956378582
2020-20,2020-05-11,2020-05-17,030102,Grünerløkka,0301,Oslo,03,Oslo,79,42823,0.00184480302641104
2020-21,2020-05-18,2020-05-24,030102,Grünerløkka,0301,Oslo,03,Oslo,59,42823,0.00137776428554749
2020-22,2020-05-25,2020-05-31,030102,Grünerløkka,0301,Oslo,03,Oslo,57,42823,0.00133106041146113
2020-11,2020-03-09,2020-03-15,030117,Marka,0301,Oslo,03,Oslo,,,
2020-12,2020-03-16,2020-03-22,030117,Marka,0301,Oslo,03,Oslo,,,
2020-13,2020-03-23,2020-03-29,030117,Marka,0301,Oslo,03,Oslo,,,
2020-14,2020-03-30,2020-04-05,030117,Marka,0301,Oslo,03,Oslo,,,
2020-15,2020-04-06,2020-04-12,030117,Marka,0301,Oslo,03,Oslo,,,
2020-16,2020-04-13,2020-04-19,030117,Marka,0301,Oslo,03,Oslo,,,
2020-17,2020-04-20,2020-04-26,030117,Marka,0301,Oslo,03,Oslo,,,
2020-18,2020-04-27,2020-05-03,030117,Marka,0301,Oslo,03,Oslo,,,
2020-19,2020-05-04,2020-05-10,030117,Marka,0301,Oslo,03,Oslo,,,
2020-20,2020-05-11,2020-05-17,030117,Marka,0301,Oslo,03,Oslo,,,
2020-21,2020-05-18,2020-05-24,030117,Marka,0301,Oslo,03,Oslo,,,
2020-22,2020-05-25,2020-05-31,030117,Marka,0301,Oslo,03,Oslo,,,
2020-11,2020-03-09,2020-03-15,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-12,2020-03-16,2020-03-22,030199,Ukjent Bydel,0301,Oslo,03,Oslo,17,,
2020-13,2020-03-23,2020-03-29,030199,Ukjent Bydel,0301,Oslo,03,Oslo,10,,
2020-14,2020-03-30,2020-04-05,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-15,2020-04-06,2020-04-12,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-16,2020-04-13,2020-04-19,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-17,2020-04-20,2020-04-26,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-18,2020-04-27,2020-05-03,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-19,2020-05-04,2020-05-10,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-20,2020-05-11,2020-05-17,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-21,2020-05-18,2020-05-24,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-22,2020-05-25,2020-05-31,030199,Ukjent Bydel,0301,Oslo,03,Oslo,,,
2020-11,2020-03-09,2020-03-15,030108,Nordre Aker,0301,Oslo,03,Oslo,186,28523,0.006521053185148829
2020-12,2020-03-16,2020-03-22,030108,Nordre Aker,0301,Oslo,03,Oslo,1500,28523,0.0525891385899099
2020-13,2020-03-23,2020-03-29,030108,Nordre Aker,0301,Oslo,03,Oslo,643,28523,0.022543210742208
2020-14,2020-03-30,2020-04-05,030108,Nordre Aker,0301,Oslo,03,Oslo,354,28523,0.012411036707218699
2020-15,2020-04-06,2020-04-12,030108,Nordre Aker,0301,Oslo,03,Oslo,126,28523,0.00441748764155243
2020-16,2020-04-13,2020-04-19,030108,Nordre Aker,0301,Oslo,03,Oslo,146,28523,0.005118676156084559
2020-17,2020-04-20,2020-04-26,030108,Nordre Aker,0301,Oslo,03,Oslo,98,28523,0.00343582372120745
2020-18,2020-04-27,2020-05-03,030108,Nordre Aker,0301,Oslo,03,Oslo,105,28523,0.00368123970129369
2020-19,2020-05-04,2020-05-10,030108,Nordre Aker,0301,Oslo,03,Oslo,55,28523,0.00192826841496336
2020-20,2020-05-11,2020-05-17,030108,Nordre Aker,0301,Oslo,03,Oslo,49,28523,0.00171791186060372
2020-21,2020-05-18,2020-05-24,030108,Nordre Aker,0301,Oslo,03,Oslo,28,28523,9.816639203449851e-4
2020-22,2020-05-25,2020-05-31,030108,Nordre Aker,0301,Oslo,03,Oslo,26,28523,9.11545068891772e-4
2020-11,2020-03-09,2020-03-15,030114,Nordstrand,0301,Oslo,03,Oslo,210,28201,0.0074465444487784105
2020-12,2020-03-16,2020-03-22,030114,Nordstrand,0301,Oslo,03,Oslo,1811,28201,0.0642175809368462
2020-13,2020-03-23,2020-03-29,030114,Nordstrand,0301,Oslo,03,Oslo,777,28201,0.027552214460480097
2020-14,2020-03-30,2020-04-05,030114,Nordstrand,0301,Oslo,03,Oslo,431,28201,0.0152831459877309
2020-15,2020-04-06,2020-04-12,030114,Nordstrand,0301,Oslo,03,Oslo,167,28201,0.00592177582355236
2020-16,2020-04-13,2020-04-19,030114,Nordstrand,0301,Oslo,03,Oslo,139,28201,0.0049289032303819
2020-17,2020-04-20,2020-04-26,030114,Nordstrand,0301,Oslo,03,Oslo,102,28201,0.00361689301797809
2020-18,2020-04-27,2020-05-03,030114,Nordstrand,0301,Oslo,03,Oslo,100,28201,0.00354597354703734
2020-19,2020-05-04,2020-05-10,030114,Nordstrand,0301,Oslo,03,Oslo,83,28201,0.00294315804404099
2020-20,2020-05-11,2020-05-17,030114,Nordstrand,0301,Oslo,03,Oslo,45,28201,0.0015956880961667998
2020-21,2020-05-18,2020-05-24,030114,Nordstrand,0301,Oslo,03,Oslo,24,28201,8.51033651288961e-4
2020-22,2020-05-25,2020-05-31,030114,Nordstrand,0301,Oslo,03,Oslo,28,28201,9.928725931704551e-4
2020-11,2020-03-09,2020-03-15,030113,Østensjø,0301,Oslo,03,Oslo,175,27558,0.00635024312359388
2020-12,2020-03-16,2020-03-22,030113,Østensjø,0301,Oslo,03,Oslo,1679,27558,0.0609260468829378
2020-13,2020-03-23,2020-03-29,030113,Østensjø,0301,Oslo,03,Oslo,662,27558,0.024022062558966502
2020-14,2020-03-30,2020-04-05,030113,Østensjø,0301,Oslo,03,Oslo,387,27558,0.0140431090790333
2020-15,2020-04-06,2020-04-12,030113,Østensjø,0301,Oslo,03,Oslo,160,27558,0.0058059365701429696
2020-16,2020-04-13,2020-04-19,030113,Østensjø,0301,Oslo,03,Oslo,142,27558,0.00515276870600189
2020-17,2020-04-20,2020-04-26,030113,Østensjø,0301,Oslo,03,Oslo,100,27558,0.00362871035633936
2020-18,2020-04-27,2020-05-03,030113,Østensjø,0301,Oslo,03,Oslo,82,27558,0.00297554249219827
2020-19,2020-05-04,2020-05-10,030113,Østensjø,0301,Oslo,03,Oslo,56,27558,0.00203207779955004
2020-20,2020-05-11,2020-05-17,030113,Østensjø,0301,Oslo,03,Oslo,40,27558,0.00145148414253574
2020-21,2020-05-18,2020-05-24,030113,Østensjø,0301,Oslo,03,Oslo,37,27558,0.00134262283184556
2020-22,2020-05-25,2020-05-31,030113,Østensjø,0301,Oslo,03,Oslo,21,27558,7.62029174831265e-4
2020-11,2020-03-09,2020-03-15,030103,Sagene,0301,Oslo,03,Oslo,319,30739,0.0103776960864049
2020-12,2020-03-16,2020-03-22,030103,Sagene,0301,Oslo,03,Oslo,2110,30739,0.0686424411984775
2020-13,2020-03-23,2020-03-29,030103,Sagene,0301,Oslo,03,Oslo,822,30739,0.026741273301018297
2020-14,2020-03-30,2020-04-05,030103,Sagene,0301,Oslo,03,Oslo,449,30739,0.0146068512313348
2020-15,2020-04-06,2020-04-12,030103,Sagene,0301,Oslo,03,Oslo,180,30739,0.00585575327759524
2020-16,2020-04-13,2020-04-19,030103,Sagene,0301,Oslo,03,Oslo,149,30739,0.00484726243534272
2020-17,2020-04-20,2020-04-26,030103,Sagene,0301,Oslo,03,Oslo,112,30739,0.0036435798171703697
2020-18,2020-04-27,2020-05-03,030103,Sagene,0301,Oslo,03,Oslo,97,30739,0.00315560037737077
2020-19,2020-05-04,2020-05-10,030103,Sagene,0301,Oslo,03,Oslo,70,30739,0.0022772373857314803
2020-20,2020-05-11,2020-05-17,030103,Sagene,0301,Oslo,03,Oslo,50,30739,0.00162659813266534
2020-21,2020-05-18,2020-05-24,030103,Sagene,0301,Oslo,03,Oslo,29,30739,9.43426916945899e-4
2020-22,2020-05-25,2020-05-31,030103,Sagene,0301,Oslo,03,Oslo,30,30739,9.759588795992059e-4
2020-11,2020-03-09,2020-03-15,030116,Sentrum,0301,Oslo,03,Oslo,34,,
2020-12,2020-03-16,2020-03-22,030116,Sentrum,0301,Oslo,03,Oslo,164,,
2020-13,2020-03-23,2020-03-29,030116,Sentrum,0301,Oslo,03,Oslo,33,,
2020-14,2020-03-30,2020-04-05,030116,Sentrum,0301,Oslo,03,Oslo,25,,
2020-15,2020-04-06,2020-04-12,030116,Sentrum,0301,Oslo,03,Oslo,8,,
2020-16,2020-04-13,2020-04-19,030116,Sentrum,0301,Oslo,03,Oslo,5,,
2020-17,2020-04-20,2020-04-26,030116,Sentrum,0301,Oslo,03,Oslo,7,,
2020-18,2020-04-27,2020-05-03,030116,Sentrum,0301,Oslo,03,Oslo,,,
2020-19,2020-05-04,2020-05-10,030116,Sentrum,0301,Oslo,03,Oslo,4,,
2020-20,2020-05-11,2020-05-17,030116,Sentrum,0301,Oslo,03,Oslo,,,
2020-21,2020-05-18,2020-05-24,030116,Sentrum,0301,Oslo,03,Oslo,,,
2020-22,2020-05-25,2020-05-31,030116,Sentrum,0301,Oslo,03,Oslo,,,
2020-11,2020-03-09,2020-03-15,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,163,19059,0.00855238994700666
2020-12,2020-03-16,2020-03-22,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,1406,19059,0.0737709218741802
2020-13,2020-03-23,2020-03-29,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,520,19059,0.0272836979904507
2020-14,2020-03-30,2020-04-05,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,315,19059,0.016527624744215298
2020-15,2020-04-06,2020-04-12,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,113,19059,0.005928957447924869
2020-16,2020-04-13,2020-04-19,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,103,19059,0.00540427094810851
2020-17,2020-04-20,2020-04-26,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,84,19059,0.00440736659845742
2020-18,2020-04-27,2020-05-03,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,53,19059,0.0027808384490267102
2020-19,2020-05-04,2020-05-10,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,53,19059,0.0027808384490267102
2020-20,2020-05-11,2020-05-17,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,34,19059,0.00178393409937562
2020-21,2020-05-18,2020-05-24,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,24,19059,0.0012592475995592601
2020-22,2020-05-25,2020-05-31,030115,Søndre Nordstrand,0301,Oslo,03,Oslo,22,19059,0.00115431029959599
2020-11,2020-03-09,2020-03-15,030104,St. Hanshaugen,0301,Oslo,03,Oslo,377,26889,0.0140206032206479
2020-12,2020-03-16,2020-03-22,030104,St. Hanshaugen,0301,Oslo,03,Oslo,2326,26889,0.0865037747777902
2020-13,2020-03-23,2020-03-29,030104,St. Hanshaugen,0301,Oslo,03,Oslo,894,26889,0.0332477964967087
2020-14,2020-03-30,2020-04-05,030104,St. Hanshaugen,0301,Oslo,03,Oslo,491,26889,0.0182602551229127
2020-15,2020-04-06,2020-04-12,030104,St. Hanshaugen,0301,Oslo,03,Oslo,208,26889,0.00773550522518502
2020-16,2020-04-13,2020-04-19,030104,St. Hanshaugen,0301,Oslo,03,Oslo,169,26889,0.00628509799546283
2020-17,2020-04-20,2020-04-26,030104,St. Hanshaugen,0301,Oslo,03,Oslo,92,26889,0.0034214734649856797
2020-18,2020-04-27,2020-05-03,030104,St. Hanshaugen,0301,Oslo,03,Oslo,92,26889,0.0034214734649856797
2020-19,2020-05-04,2020-05-10,030104,St. Hanshaugen,0301,Oslo,03,Oslo,84,26889,0.0031239540332478
2020-20,2020-05-11,2020-05-17,030104,St. Hanshaugen,0301,Oslo,03,Oslo,48,26889,0.0017851165904273101
2020-21,2020-05-18,2020-05-24,030104,St. Hanshaugen,0301,Oslo,03,Oslo,52,26889,0.00193387630629625
2020-22,2020-05-25,2020-05-31,030104,St. Hanshaugen,0301,Oslo,03,Oslo,35,26889,0.0013016475138532498
2020-11,2020-03-09,2020-03-15,030111,Stovner,0301,Oslo,03,Oslo,105,15247,0.00688660064274939
2020-12,2020-03-16,2020-03-22,030111,Stovner,0301,Oslo,03,Oslo,1317,15247,0.0863776480619138
2020-13,2020-03-23,2020-03-29,030111,Stovner,0301,Oslo,03,Oslo,460,15247,0.030169869482521202
2020-14,2020-03-30,2020-04-05,030111,Stovner,0301,Oslo,03,Oslo,267,15247,0.0175116416344199
2020-15,2020-04-06,2020-04-12,030111,Stovner,0301,Oslo,03,Oslo,113,15247,0.00741129402505411
2020-16,2020-04-13,2020-04-19,030111,Stovner,0301,Oslo,03,Oslo,103,15247,0.00675542729717321
2020-17,2020-04-20,2020-04-26,030111,Stovner,0301,Oslo,03,Oslo,68,15247,0.00445989374959008
2020-18,2020-04-27,2020-05-03,030111,Stovner,0301,Oslo,03,Oslo,52,15247,0.00341050698498065
2020-19,2020-05-04,2020-05-10,030111,Stovner,0301,Oslo,03,Oslo,51,15247,0.0033449203121925604
2020-20,2020-05-11,2020-05-17,030111,Stovner,0301,Oslo,03,Oslo,30,15247,0.00196760018364268
2020-21,2020-05-18,2020-05-24,030111,Stovner,0301,Oslo,03,Oslo,29,15247,0.0019020135108545899
2020-22,2020-05-25,2020-05-31,030111,Stovner,0301,Oslo,03,Oslo,21,15247,0.0013773201285498802
2020-11,2020-03-09,2020-03-15,030106,Ullern,0301,Oslo,03,Oslo,133,18108,0.0073448199690744394
2020-12,2020-03-16,2020-03-22,030106,Ullern,0301,Oslo,03,Oslo,1054,18108,0.0582063176496576
2020-13,2020-03-23,2020-03-29,030106,Ullern,0301,Oslo,03,Oslo,422,18108,0.023304616743980603
2020-14,2020-03-30,2020-04-05,030106,Ullern,0301,Oslo,03,Oslo,256,18108,0.014137397835211
2020-15,2020-04-06,2020-04-12,030106,Ullern,0301,Oslo,03,Oslo,93,18108,0.00513585155732273
2020-16,2020-04-13,2020-04-19,030106,Ullern,0301,Oslo,03,Oslo,95,18108,0.005246299977910321
2020-17,2020-04-20,2020-04-26,030106,Ullern,0301,Oslo,03,Oslo,65,18108,0.0035895736690965303
2020-18,2020-04-27,2020-05-03,030106,Ullern,0301,Oslo,03,Oslo,60,18108,0.0033134526176275703
2020-19,2020-05-04,2020-05-10,030106,Ullern,0301,Oslo,03,Oslo,43,18108,0.00237464104263309
2020-20,2020-05-11,2020-05-17,030106,Ullern,0301,Oslo,03,Oslo,36,18108,0.00198807157057654
2020-21,2020-05-18,2020-05-24,030106,Ullern,0301,Oslo,03,Oslo,28,18108,0.0015462778882261998
2020-22,2020-05-25,2020-05-31,030106,Ullern,0301,Oslo,03,Oslo,17,18108,9.388115749944779e-4
2020-11,2020-03-09,2020-03-15,030107,Vestre Aker,0301,Oslo,03,Oslo,147,25776,0.00570297951582868
2020-12,2020-03-16,2020-03-22,030107,Vestre Aker,0301,Oslo,03,Oslo,1475,25776,0.057223774053383
2020-13,2020-03-23,2020-03-29,030107,Vestre Aker,0301,Oslo,03,Oslo,597,25776,0.0231610800744879
2020-14,2020-03-30,2020-04-05,030107,Vestre Aker,0301,Oslo,03,Oslo,315,25776,0.0122206703910615
2020-15,2020-04-06,2020-04-12,030107,Vestre Aker,0301,Oslo,03,Oslo,136,25776,0.00527622594661701
2020-16,2020-04-13,2020-04-19,030107,Vestre Aker,0301,Oslo,03,Oslo,127,25776,0.00492706393544382
2020-17,2020-04-20,2020-04-26,030107,Vestre Aker,0301,Oslo,03,Oslo,88,25776,0.00341402855369336
2020-18,2020-04-27,2020-05-03,030107,Vestre Aker,0301,Oslo,03,Oslo,69,25776,0.00267690875232775
2020-19,2020-05-04,2020-05-10,030107,Vestre Aker,0301,Oslo,03,Oslo,64,25776,0.00248292985723153
2020-20,2020-05-11,2020-05-17,030107,Vestre Aker,0301,Oslo,03,Oslo,37,25776,0.00143544382371198
2020-21,2020-05-18,2020-05-24,030107,Vestre Aker,0301,Oslo,03,Oslo,31,25776,0.00120266914959652
2020-22,2020-05-25,2020-05-31,030107,Vestre Aker,0301,Oslo,03,Oslo,23,25776,8.92302917442582e-4
2020-11,2020-03-09,2020-03-15,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,131,13121,0.00998399512232299
2020-12,2020-03-16,2020-03-22,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,916,13121,0.0698117521530371
2020-13,2020-03-23,2020-03-29,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,307,13121,0.0233976068897188
2020-14,2020-03-30,2020-04-05,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,166,13121,0.0126514747351574
2020-15,2020-04-06,2020-04-12,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,78,13121,0.00594466885145949
2020-16,2020-04-13,2020-04-19,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,70,13121,0.005334959225668779
2020-17,2020-04-20,2020-04-26,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,65,13121,0.0049538907095495795
2020-18,2020-04-27,2020-05-03,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,38,13121,0.00289612072250591
2020-19,2020-05-04,2020-05-10,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,25,13121,0.00190534258059599
2020-20,2020-05-11,2020-05-17,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,26,13121,0.00198155628381983
2020-21,2020-05-18,2020-05-24,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,15,13121,0.00114320554835759
2020-22,2020-05-25,2020-05-31,110303,Eiganes og Våland,1103,Stavanger,11,Rogaland,15,13121,0.00114320554835759
2020-11,2020-03-09,2020-03-15,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-12,2020-03-16,2020-03-22,110308,Finnøy,1103,Stavanger,11,Rogaland,75,1737,0.0431778929188256
2020-13,2020-03-23,2020-03-29,110308,Finnøy,1103,Stavanger,11,Rogaland,33,1737,0.0189982728842832
2020-14,2020-03-30,2020-04-05,110308,Finnøy,1103,Stavanger,11,Rogaland,4,1737,0.0023028209556707
2020-15,2020-04-06,2020-04-12,110308,Finnøy,1103,Stavanger,11,Rogaland,5,1737,0.00287852619458837
2020-16,2020-04-13,2020-04-19,110308,Finnøy,1103,Stavanger,11,Rogaland,9,1737,0.00518134715025907
2020-17,2020-04-20,2020-04-26,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-18,2020-04-27,2020-05-03,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-19,2020-05-04,2020-05-10,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-20,2020-05-11,2020-05-17,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-21,2020-05-18,2020-05-24,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-22,2020-05-25,2020-05-31,110308,Finnøy,1103,Stavanger,11,Rogaland,,,
2020-11,2020-03-09,2020-03-15,110306,Hillevåg,1103,Stavanger,11,Rogaland,79,10581,0.00746621302334373
2020-12,2020-03-16,2020-03-22,110306,Hillevåg,1103,Stavanger,11,Rogaland,659,10581,0.0622814478782724
2020-13,2020-03-23,2020-03-29,110306,Hillevåg,1103,Stavanger,11,Rogaland,211,10581,0.0199414044041206
2020-14,2020-03-30,2020-04-05,110306,Hillevåg,1103,Stavanger,11,Rogaland,132,10581,0.0124751913807769
2020-15,2020-04-06,2020-04-12,110306,Hillevåg,1103,Stavanger,11,Rogaland,50,10581,0.0047254512805973
2020-16,2020-04-13,2020-04-19,110306,Hillevåg,1103,Stavanger,11,Rogaland,44,10581,0.00415839712692562
