time,kommune_bydel_no,kommune_bydel_name,bydel_no,bydel_name,kommune_no,kommune_name,fylke_no,fylke_name,population,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02
04:00:00,4207,Flekkefjord,NA,NA,4207,Flekkefjord,42,Agder,9028,0,0,0,0,0,0,0,0
04:00:00,4211,Gjerstad,NA,NA,4211,Gjerstad,42,Agder,2428,0,0,1,1,1,1,2,2
04:00:00,4212,Vegårshei,NA,NA,4212,Vegårshei,42,Agder,2097,0,0,0,0,0,0,0,0
04:00:00,4213,Tvedestrand,NA,NA,4213,Tvedestrand,42,Agder,6053,0,0,0,0,0,0,0,0
04:00:00,4214,Froland,NA,NA,4214,Froland,42,Agder,5951,0,0,1,1,1,1,1,1
04:00:00,4215,Lillesand,NA,NA,4215,Lillesand,42,Agder,11074,3,4,7,7,7,7,7,7
04:00:00,4216,Birkenes,NA,NA,4216,Birkenes,42,Agder,5226,3,3,3,3,3,3,3,3
04:00:00,4217,Åmli,NA,NA,4217,Åmli,42,Agder,1836,1,1,1,1,1,1,1,1
04:00:00,4218,Iveland,NA,NA,4218,Iveland,42,Agder,1331,1,1,1,1,1,1,1,1
04:00:00,4219,Evje og Hornnes,NA,NA,4219,Evje og Hornnes,42,Agder,3634,1,1,1,1,1,1,1,1
04:00:00,4220,Bygland,NA,NA,4220,Bygland,42,Agder,1162,2,2,2,2,2,2,2,2
04:00:00,4221,Valle,NA,NA,4221,Valle,42,Agder,1164,0,0,0,0,0,0,0,0
04:00:00,4222,Bykle,NA,NA,4222,Bykle,42,Agder,965,3,3,3,3,3,3,3,3
04:00:00,4223,Vennesla,NA,NA,4223,Vennesla,42,Agder,14774,1,1,1,1,1,1,1,4
04:00:00,4224,Åseral,NA,NA,4224,Åseral,42,Agder,932,0,0,0,0,0,0,0,0
04:00:00,4225,Lyngdal,NA,NA,4225,Lyngdal,42,Agder,10365,4,4,4,4,4,4,4,4
04:00:00,4226,Hægebostad,NA,NA,4226,Hægebostad,42,Agder,1680,1,1,1,1,1,1,1,1
04:00:00,4227,Kvinesdal,NA,NA,4227,Kvinesdal,42,Agder,5987,1,1,1,1,1,1,1,1
04:00:00,4228,Sirdal,NA,NA,4228,Sirdal,42,Agder,1822,0,0,0,0,0,0,1,1
04:00:00,460101,Arna,460101,Arna,4601,Bergen,46,Vestland,13820,4,4,4,4,6,7,7,8
04:00:00,460102,Bergenhus,460102,Bergenhus,4601,Bergen,46,Vestland,42790,38,43,45,47,48,48,51,52
04:00:00,460103,Fana,460103,Fana,4601,Bergen,46,Vestland,43139,35,36,40,40,40,40,43,43
04:00:00,460104,Fyllingsdalen,460104,Fyllingsdalen,4601,Bergen,46,Vestland,30071,20,22,26,27,29,29,31,34
04:00:00,460105,Laksevåg,460105,Laksevåg,4601,Bergen,46,Vestland,40409,21,23,27,27,30,30,31,35
04:00:00,460106,Ytrebygda,460106,Ytrebygda,4601,Bergen,46,Vestland,29279,18,21,23,23,23,24,25,25
04:00:00,460107,Årstad,460107,Årstad,4601,Bergen,46,Vestland,42223,41,42,42,43,45,45,45,49
04:00:00,460108,Åsane,460108,Åsane,4601,Bergen,46,Vestland,41629,25,26,26,26,27,27,27,28
04:00:00,460199,Ukjent Bydel,460199,Ukjent,4601,Bergen,46,Vestland,569,29,31,33,33,33,33,33,33
04:00:00,4602,Kinn,NA,NA,4602,Kinn,46,Vestland,17207,4,5,5,6,7,7,7,7
04:00:00,4611,Etne,NA,NA,4611,Etne,46,Vestland,4062,4,4,4,4,4,4,4,4
04:00:00,4612,Sveio,NA,NA,4612,Sveio,46,Vestland,5766,2,2,2,2,2,2,3,3
04:00:00,4613,Bømlo,NA,NA,4613,Bømlo,46,Vestland,11957,2,2,2,2,2,3,3,3
04:00:00,4614,Stord,NA,NA,4614,Stord,46,Vestland,18759,3,3,4,4,4,4,6,6
04:00:00,4615,Fitjar,NA,NA,4615,Fitjar,46,Vestland,3189,2,3,3,4,4,4,5,5
04:00:00,4616,Tysnes,NA,NA,4616,Tysnes,46,Vestland,2869,0,0,0,0,0,0,0,0
04:00:00,4617,Kvinnherad,NA,NA,4617,Kvinnherad,46,Vestland,13071,2,3,4,4,4,4,4,4
04:00:00,4618,Ullensvang,NA,NA,4618,Ullensvang,46,Vestland,11048,0,0,0,0,0,0,0,0
04:00:00,4619,Eidfjord,NA,NA,4619,Eidfjord,46,Vestland,906,0,0,0,0,0,0,0,0
04:00:00,4620,Ulvik,NA,NA,4620,Ulvik,46,Vestland,1080,1,1,1,1,1,1,2,2
04:00:00,4621,Voss,NA,NA,4621,Voss,46,Vestland,15740,20,22,22,23,23,23,23,23
04:00:00,4622,Kvam,NA,NA,4622,Kvam,46,Vestland,8457,2,4,5,5,5,6,6,6
04:00:00,4623,Samnanger,NA,NA,4623,Samnanger,46,Vestland,2485,0,0,0,0,0,0,0,0
04:00:00,4624,Bjørnafjorden,NA,NA,4624,Bjørnafjorden,46,Vestland,24908,12,12,12,12,13,13,13,13
04:00:00,4625,Austevoll,NA,NA,4625,Austevoll,46,Vestland,5236,2,2,3,3,3,3,4,4
04:00:00,4626,Øygarden,NA,NA,4626,Øygarden,46,Vestland,38316,23,29,31,31,33,33,33,34
04:00:00,4627,Askøy,NA,NA,4627,Askøy,46,Vestland,29553,17,17,20,20,22,23,24,26
04:00:00,4628,Vaksdal,NA,NA,4628,Vaksdal,46,Vestland,3977,1,1,1,1,1,1,1,1
04:00:00,4629,Modalen,NA,NA,4629,Modalen,46,Vestland,388,0,0,0,0,0,0,0,0
04:00:00,4630,Osterøy,NA,NA,4630,Osterøy,46,Vestland,8098,0,0,0,0,0,0,0,0
04:00:00,4631,Alver,NA,NA,4631,Alver,46,Vestland,29224,9,11,11,11,11,12,15,15
04:00:00,4632,Austrheim,NA,NA,4632,Austrheim,46,Vestland,2870,0,0,0,0,0,0,0,0
04:00:00,4633,Fedje,NA,NA,4633,Fedje,46,Vestland,548,0,0,0,0,0,0,0,0
04:00:00,4634,Masfjorden,NA,NA,4634,Masfjorden,46,Vestland,1691,0,0,0,0,0,0,0,0
04:00:00,4635,Gulen,NA,NA,4635,Gulen,46,Vestland,2297,0,0,0,0,0,0,0,0
04:00:00,4636,Solund,NA,NA,4636,Solund,46,Vestland,802,2,2,3,3,3,3,3,3
04:00:00,4637,Hyllestad,NA,NA,4637,Hyllestad,46,Vestland,1328,0,0,0,0,0,0,0,0
04:00:00,4638,Høyanger,NA,NA,4638,Høyanger,46,Vestland,4101,2,2,2,2,2,2,2,2
04:00:00,4639,Vik,NA,NA,4639,Vik,46,Vestland,2635,0,0,0,0,0,0,0,0
04:00:00,4640,Sogndal,NA,NA,4640,Sogndal,46,Vestland,11847,6,6,6,7,7,7,7,7
04:00:00,4641,Aurland,NA,NA,4641,Aurland,46,Vestland,1781,0,0,0,0,0,0,0,0
04:00:00,4642,Lærdal,NA,NA,4642,Lærdal,46,Vestland,2126,0,0,0,0,0,0,0,0
04:00:00,4643,Årdal,NA,NA,4643,Årdal,46,Vestland,5193,0,0,0,0,0,0,0,0
04:00:00,4644,Luster,NA,NA,4644,Luster,46,Vestland,5174,3,3,4,4,4,4,4,4
04:00:00,4645,Askvoll,NA,NA,4645,Askvoll,46,Vestland,3011,0,0,0,0,0,0,0,0
04:00:00,4646,Fjaler,NA,NA,4646,Fjaler,46,Vestland,2802,0,0,0,0,0,0,0,0
04:00:00,4647,Sunnfjord,NA,NA,4647,Sunnfjord,46,Vestland,22030,11,13,13,13,13,13,16,17
04:00:00,4648,Bremanger,NA,NA,4648,Bremanger,46,Vestland,3629,0,0,0,0,0,0,0,0
04:00:00,4649,Stad,NA,NA,4649,Stad,46,Vestland,9457,0,0,0,0,0,0,0,0
04:00:00,4650,Gloppen,NA,NA,4650,Gloppen,46,Vestland,5854,2,2,2,2,2,2,2,3
04:00:00,4651,Stryn,NA,NA,4651,Stryn,46,Vestland,7130,8,8,10,10,10,10,11,11
04:00:00,5001,Trondheim,NA,NA,5001,Trondheim,50,Trøndelag,205163,113,136,149,159,171,178,180,182
04:00:00,5006,Steinkjer,NA,NA,5006,Steinkjer,50,Trøndelag,24357,6,6,6,6,9,10,10,11
04:00:00,5007,Namsos,NA,NA,5007,Namsos,50,Trøndelag,15230,1,1,2,2,2,2,4,5
04:00:00,5014,Frøya,NA,NA,5014,Frøya,50,Trøndelag,5151,0,0,0,0,0,0,0,0
04:00:00,5020,Osen,NA,NA,5020,Osen,50,Trøndelag,948,0,0,0,0,0,0,0,0
04:00:00,5021,Oppdal,NA,NA,5021,Oppdal,50,Trøndelag,7001,6,6,8,8,8,8,8,8
04:00:00,5022,Rennebu,NA,NA,5022,Rennebu,50,Trøndelag,2486,3,4,5,5,5,5,5,5
04:00:00,5025,Røros,NA,NA,5025,Røros,50,Trøndelag,5581,0,0,0,0,0,0,0,0
04:00:00,5026,Holtålen,NA,NA,5026,Holtålen,50,Trøndelag,1981,1,1,1,1,1,1,1,1
04:00:00,5027,Midtre Gauldal,NA,NA,5027,Midtre Gauldal,50,Trøndelag,6238,4,7,7,7,7,7,7,7
04:00:00,5028,Melhus,NA,NA,5028,Melhus,50,Trøndelag,16733,3,3,3,3,3,3,3,3
04:00:00,5029,Skaun,NA,NA,5029,Skaun,50,Trøndelag,8325,4,4,4,4,4,4,4,4
04:00:00,5031,Malvik,NA,NA,5031,Malvik,50,Trøndelag,14148,2,4,4,4,4,4,6,7
04:00:00,5032,Selbu,NA,NA,5032,Selbu,50,Trøndelag,4062,2,2,2,2,2,2,3,3
04:00:00,5033,Tydal,NA,NA,5033,Tydal,50,Trøndelag,769,0,0,0,0,0,0,0,0
04:00:00,5034,Meråker,NA,NA,5034,Meråker,50,Trøndelag,2422,0,0,0,0,0,1,1,1
04:00:00,5035,Stjørdal,NA,NA,5035,Stjørdal,50,Trøndelag,24145,4,4,4,4,4,4,4,5
04:00:00,5036,Frosta,NA,NA,5036,Frosta,50,Trøndelag,2627,28,28,28,28,28,28,28,28
04:00:00,5037,Levanger,NA,NA,5037,Levanger,50,Trøndelag,20164,10,12,12,15,15,16,16,16
04:00:00,5038,Verdal,NA,NA,5038,Verdal,50,Trøndelag,14948,9,11,11,11,11,11,12,12
04:00:00,5041,Snåsa,NA,NA,5041,Snåsa,50,Trøndelag,2063,0,0,0,0,0,0,0,0
04:00:00,5042,Lierne,NA,NA,5042,Lierne,50,Trøndelag,1355,0,0,0,0,0,0,0,0
04:00:00,5043,Røyrvik,NA,NA,5043,Røyrvik,50,Trøndelag,461,0,0,0,0,0,0,0,0
04:00:00,5044,Namsskogan,NA,NA,5044,Namsskogan,50,Trøndelag,843,0,0,0,0,0,0,0,0
04:00:00,5045,Grong,NA,NA,5045,Grong,50,Trøndelag,2359,2,3,3,3,3,3,3,3
04:00:00,5046,Høylandet,NA,NA,5046,Høylandet,50,Trøndelag,1231,0,1,1,1,1,1,1,1
04:00:00,5047,Overhalla,NA,NA,5047,Overhalla,50,Trøndelag,3884,1,1,1,1,1,1,2,4
04:00:00,5049,Flatanger,NA,NA,5049,Flatanger,50,Trøndelag,1103,0,0,0,0,0,0,0,0
04:00:00,5052,Leka,NA,NA,5052,Leka,50,Trøndelag,557,0,0,0,0,0,0,0,0
04:00:00,5053,Inderøy,NA,NA,5053,Inderøy,50,Trøndelag,6816,3,7,7,7,7,7,7,7
04:00:00,5054,Indre Fosen,NA,NA,5054,Indre Fosen,50,Trøndelag,10084,1,1,1,1,1,1,1,2
04:00:00,5055,Heim,NA,NA,5055,Heim,50,Trøndelag,5963,0,1,1,1,1,1,1,1
04:00:00,5056,Hitra,NA,NA,5056,Hitra,50,Trøndelag,5050,0,0,0,0,0,0,0,1
04:00:00,5057,Ørland,NA,NA,5057,Ørland,50,Trøndelag,10323,7,10,10,10,10,10,10,10
04:00:00,5058,Åfjord,NA,NA,5058,Åfjord,50,Trøndelag,4288,1,1,1,1,1,1,1,1
04:00:00,5059,Orkland,NA,NA,5059,Orkland,50,Trøndelag,18217,6,7,9,10,11,11,11,11
04:00:00,5060,Nærøysund,NA,NA,5060,Nærøysund,50,Trøndelag,9623,0,0,0,0,0,0,0,0
04:00:00,5061,Rindal,NA,NA,5061,Rindal,50,Trøndelag,2003,0,0,0,0,0,0,0,0
04:00:00,5401,Tromsø,NA,NA,5401,Tromsø,54,Troms og Finnmark,76974,50,71,80,85,87,91,95,101
04:00:00,5402,Harstad,NA,NA,5402,Harstad,54,Troms og Finnmark,24703,1,4,4,4,4,4,4,4
04:00:00,5403,Alta,NA,NA,5403,Alta,54,Troms og Finnmark,20789,1,1,1,1,1,2,3,4
04:00:00,5404,Vardø,NA,NA,5404,Vardø,54,Troms og Finnmark,2029,0,1,1,1,1,1,1,1
04:00:00,5405,Vadsø,NA,NA,5405,Vadsø,54,Troms og Finnmark,5788,2,3,3,3,3,3,3,3
04:00:00,5406,Hammerfest,NA,NA,5406,Hammerfest,54,Troms og Finnmark,11448,8,9,11,13,13,13,13,13
04:00:00,5411,Kvæfjord,NA,NA,5411,Kvæfjord,54,Troms og Finnmark,2839,0,0,0,0,0,0,0,0
04:00:00,5412,Tjeldsund,NA,NA,5412,Tjeldsund,54,Troms og Finnmark,4216,1,1,1,1,1,1,1,1
04:00:00,5413,Ibestad,NA,NA,5413,Ibestad,54,Troms og Finnmark,1361,0,0,0,0,0,0,0,0
04:00:00,5414,Gratangen,NA,NA,5414,Gratangen,54,Troms og Finnmark,1091,0,0,0,0,0,0,0,0
04:00:00,5415,Lavangen,NA,NA,5415,Lavangen,54,Troms og Finnmark,1034,3,3,3,3,3,3,3,3
04:00:00,5416,Bardu,NA,NA,5416,Bardu,54,Troms og Finnmark,4005,0,0,1,1,1,1,1,1
04:00:00,5417,Salangen,NA,NA,5417,Salangen,54,Troms og Finnmark,2146,0,0,0,0,1,2,2,2
04:00:00,5418,Målselv,NA,NA,5418,Målselv,54,Troms og Finnmark,6640,0,0,0,0,0,0,0,0
04:00:00,5419,Sørreisa,NA,NA,5419,Sørreisa,54,Troms og Finnmark,3464,0,0,0,0,0,0,0,0
04:00:00,5420,Dyrøy,NA,NA,5420,Dyrøy,54,Troms og Finnmark,1083,0,0,0,0,0,0,0,0
04:00:00,5421,Senja,NA,NA,5421,Senja,54,Troms og Finnmark,14851,11,12,12,15,15,15,15,15
04:00:00,5422,Balsfjord,NA,NA,5422,Balsfjord,54,Troms og Finnmark,5559,0,0,0,0,0,0,0,0
04:00:00,5423,Karlsøy,NA,NA,5423,Karlsøy,54,Troms og Finnmark,2200,0,0,0,1,1,1,1,1
04:00:00,5424,Lyngen,NA,NA,5424,Lyngen,54,Troms og Finnmark,2794,1,1,1,1,1,1,1,1
04:00:00,5425,Storfjord,NA,NA,5425,Storfjord,54,Troms og Finnmark,1829,0,0,0,0,0,0,0,0
04:00:00,5426,Kåfjord,NA,NA,5426,Kåfjord,54,Troms og Finnmark,2071,0,0,0,0,0,0,0,0
04:00:00,5427,Skjervøy,NA,NA,5427,Skjervøy,54,Troms og Finnmark,2927,1,1,1,1,1,1,1,1
04:00:00,5428,Nordreisa,NA,NA,5428,Nordreisa,54,Troms og Finnmark,4861,0,0,0,1,1,1,1,1
04:00:00,5429,Kvænangen,NA,NA,5429,Kvænangen,54,Troms og Finnmark,1191,0,0,0,0,0,0,0,0
04:00:00,5430,Kautokeino,NA,NA,5430,Kautokeino,54,Troms og Finnmark,2910,1,1,1,1,1,1,1,1
04:00:00,5432,Loppa,NA,NA,5432,Loppa,54,Troms og Finnmark,888,0,0,0,0,0,0,0,0
04:00:00,5433,Hasvik,NA,NA,5433,Hasvik,54,Troms og Finnmark,1005,0,0,0,0,0,0,0,0
04:00:00,5434,Måsøy,NA,NA,5434,Måsøy,54,Troms og Finnmark,1225,0,0,0,0,0,0,0,0
04:00:00,5435,Nordkapp,NA,NA,5435,Nordkapp,54,Troms og Finnmark,3162,0,0,1,2,2,2,2,2
04:00:00,5436,Porsanger,NA,NA,5436,Porsanger,54,Troms og Finnmark,3998,1,3,3,3,3,3,3,3
04:00:00,5437,Karasjok,NA,NA,5437,Karasjok,54,Troms og Finnmark,2628,0,1,1,1,1,1,1,1
04:00:00,5438,Lebesby,NA,NA,5438,Lebesby,54,Troms og Finnmark,1290,0,0,0,0,0,0,0,0
04:00:00,5439,Gamvik,NA,NA,5439,Gamvik,54,Troms og Finnmark,1132,0,0,0,0,0,0,0,0
04:00:00,5440,Berlevåg,NA,NA,5440,Berlevåg,54,Troms og Finnmark,957,0,0,0,0,0,0,0,0
04:00:00,5441,Tana,NA,NA,5441,Tana,54,Troms og Finnmark,2918,0,0,0,0,0,0,0,0
04:00:00,5442,Nesseby,NA,NA,5442,Nesseby,54,Troms og Finnmark,926,1,1,1,1,1,1,1,1
04:00:00,5443,Båtsfjord,NA,NA,5443,Båtsfjord,54,Troms og Finnmark,2221,0,0,0,0,0,0,0,0
04:00:00,5444,Sør-Varanger,NA,NA,5444,Sør-Varanger,54,Troms og Finnmark,10158,1,3,3,4,4,4,4,4
04:00:00,9998,Svalbard,NA,NA,9998,Svalbard,99,Svalbard,NA,0,0,0,0,0,0,0,0
04:00:00,9999,Ukjent Kommune,NA,NA,9999,Ukjent Kommune,99,Ukjent Fylke,NA,109,12,1,0,1,0,2,0
