date,health_reg_name,admissions,respirators
2021-03-13,Helse Sør-Øst,159,21
2021-03-14,Helse Sør-Øst,177,23
2021-03-15,Helse Sør-Øst,193,24
2021-03-16,Helse Sør-Øst,197,29
2021-03-17,Helse Sør-Øst,199,30
2021-03-18,Helse Sør-Øst,195,34
2021-03-19,Helse Sør-Øst,206,35
2021-03-20,Helse Sør-Øst,201,38
2021-03-21,Helse Sør-Øst,212,36
2021-03-22,Helse Sør-Øst,233,42
2021-03-23,Helse Sør-Øst,228,43
2021-03-24,Helse Sør-Øst,234,42
2021-03-25,Helse Sør-Øst,213,39
2021-03-26,Helse Sør-Øst,224,39
2021-03-27,Helse Sør-Øst,225,41
2021-03-28,Helse Sør-Øst,232,41
2021-03-29,Helse Sør-Øst,248,47
2021-03-30,Helse Sør-Øst,250,50
2021-03-31,Helse Sør-Øst,253,52
2021-04-01,Helse Sør-Øst,249,55
2021-04-02,Helse Sør-Øst,253,57
2021-04-03,Helse Sør-Øst,268,57
2021-04-04,Helse Sør-Øst,264,58
2021-04-05,Helse Sør-Øst,258,60
2021-04-06,Helse Sør-Øst,257,53
2021-04-07,Helse Sør-Øst,269,47
2021-04-08,Helse Sør-Øst,261,54
2021-04-09,Helse Sør-Øst,246,55
2021-04-10,Helse Sør-Øst,241,51
2021-04-11,Helse Sør-Øst,242,50
2021-04-12,Helse Sør-Øst,250,50
2021-04-13,Helse Sør-Øst,226,49
2021-04-14,Helse Sør-Øst,219,45
2021-04-15,Helse Sør-Øst,208,42
2021-04-16,Helse Sør-Øst,199,43
2021-04-17,Helse Sør-Øst,180,41
2021-04-18,Helse Sør-Øst,173,37
2021-04-19,Helse Sør-Øst,181,36
2021-04-20,Helse Sør-Øst,168,36
2021-04-21,Helse Sør-Øst,165,33
2021-04-22,Helse Sør-Øst,154,32
2021-04-23,Helse Sør-Øst,156,31
2021-04-24,Helse Sør-Øst,152,29
2021-04-25,Helse Sør-Øst,161,30
2021-04-26,Helse Sør-Øst,168,32
2021-04-27,Helse Sør-Øst,166,30
2021-04-28,Helse Sør-Øst,161,31
2021-04-29,Helse Sør-Øst,147,31
2021-04-30,Helse Sør-Øst,140,29
2021-05-01,Helse Sør-Øst,129,28
2021-05-02,Helse Sør-Øst,128,31
2021-05-03,Helse Sør-Øst,129,30
2021-05-04,Helse Sør-Øst,112,29
2021-05-05,Helse Sør-Øst,96,30
2021-05-06,Helse Sør-Øst,102,28
2021-05-07,Helse Sør-Øst,100,25
2021-05-08,Helse Sør-Øst,94,24
2021-05-09,Helse Sør-Øst,96,24
2021-05-10,Helse Sør-Øst,102,22
2021-05-11,Helse Sør-Øst,99,22
2021-05-12,Helse Sør-Øst,108,20
2021-05-13,Helse Sør-Øst,97,21
2021-05-14,Helse Sør-Øst,112,22
2021-05-15,Helse Sør-Øst,98,22
2021-05-16,Helse Sør-Øst,93,20
2021-05-17,Helse Sør-Øst,85,20
2021-05-18,Helse Sør-Øst,98,21
2021-05-19,Helse Sør-Øst,93,23
2021-05-20,Helse Sør-Øst,87,22
2021-05-21,Helse Sør-Øst,81,21
2021-05-22,Helse Sør-Øst,79,20
2021-05-23,Helse Sør-Øst,86,19
2021-05-24,Helse Sør-Øst,95,16
2021-05-25,Helse Sør-Øst,97,16
2021-05-26,Helse Sør-Øst,85,16
2021-05-27,Helse Sør-Øst,77,17
2021-05-28,Helse Sør-Øst,74,17
2021-05-29,Helse Sør-Øst,66,16
2021-05-30,Helse Sør-Øst,59,17
2021-05-31,Helse Sør-Øst,55,16
2021-06-01,Helse Sør-Øst,51,14
2021-06-02,Helse Sør-Øst,47,15
2021-06-03,Helse Sør-Øst,48,11
2021-06-04,Helse Sør-Øst,46,10
2021-06-07,Helse Sør-Øst,45,8
2021-06-08,Helse Sør-Øst,43,8
2021-06-09,Helse Sør-Øst,41,9
2021-06-10,Helse Sør-Øst,38,11
2021-06-11,Helse Sør-Øst,32,9
2021-06-14,Helse Sør-Øst,34,8
2021-06-15,Helse Sør-Øst,33,8
2021-06-16,Helse Sør-Øst,33,8
2021-06-17,Helse Sør-Øst,33,8
2021-06-18,Helse Sør-Øst,29,6
2021-06-21,Helse Sør-Øst,27,6
2021-06-22,Helse Sør-Øst,27,4
2021-06-23,Helse Sør-Øst,24,4
2021-06-24,Helse Sør-Øst,25,5
2021-06-25,Helse Sør-Øst,19,6
2021-06-28,Helse Sør-Øst,18,7
2021-06-29,Helse Sør-Øst,15,5
2021-06-30,Helse Sør-Øst,14,5
2021-07-01,Helse Sør-Øst,17,7
2021-07-02,Helse Sør-Øst,16,4
2021-07-05,Helse Sør-Øst,13,4
2021-07-06,Helse Sør-Øst,12,3
2021-07-07,Helse Sør-Øst,14,3
2021-07-08,Helse Sør-Øst,12,2
2021-07-09,Helse Sør-Øst,15,3
2021-07-12,Helse Sør-Øst,13,2
2021-07-13,Helse Sør-Øst,10,2
2021-07-14,Helse Sør-Øst,7,2
2021-07-15,Helse Sør-Øst,7,3
2021-07-16,Helse Sør-Øst,8,3
2021-07-19,Helse Sør-Øst,15,2
2021-07-20,Helse Sør-Øst,14,2
2021-07-21,Helse Sør-Øst,14,2
2021-07-22,Helse Sør-Øst,14,2
2021-07-23,Helse Sør-Øst,14,2
2021-07-26,Helse Sør-Øst,11,2
2021-07-27,Helse Sør-Øst,12,2
2021-07-28,Helse Sør-Øst,11,2
2021-07-29,Helse Sør-Øst,13,1
2021-07-30,Helse Sør-Øst,10,1
2021-08-02,Helse Sør-Øst,9,1
2021-08-03,Helse Sør-Øst,10,2
2021-08-04,Helse Sør-Øst,11,2
2021-08-05,Helse Sør-Øst,16,2
2021-08-06,Helse Sør-Øst,14,2
2021-08-09,Helse Sør-Øst,11,0
2021-08-10,Helse Sør-Øst,11,1
2021-08-11,Helse Sør-Øst,8,1
2021-08-12,Helse Sør-Øst,9,1
2021-08-13,Helse Sør-Øst,9,1
2021-08-16,Helse Sør-Øst,15,1
2021-08-17,Helse Sør-Øst,16,2
2021-08-18,Helse Sør-Øst,14,2
2021-08-19,Helse Sør-Øst,20,3
2021-08-20,Helse Sør-Øst,25,4
2021-08-23,Helse Sør-Øst,35,5
2021-08-24,Helse Sør-Øst,39,5
2021-08-25,Helse Sør-Øst,40,6
2021-08-26,Helse Sør-Øst,48,7
2021-08-27,Helse Sør-Øst,44,9
2021-08-30,Helse Sør-Øst,61,11
2021-08-31,Helse Sør-Øst,68,10
2021-09-01,Helse Sør-Øst,62,10
2021-09-02,Helse Sør-Øst,67,10
2021-09-03,Helse Sør-Øst,66,10
2021-09-06,Helse Sør-Øst,71,12
2021-09-07,Helse Sør-Øst,79,11
2021-09-08,Helse Sør-Øst,70,12
2021-09-09,Helse Sør-Øst,78,15
2021-09-10,Helse Sør-Øst,88,13
2021-09-13,Helse Sør-Øst,98,16
2021-09-14,Helse Sør-Øst,80,17
2021-09-15,Helse Sør-Øst,84,17
2021-09-16,Helse Sør-Øst,80,17
2021-09-17,Helse Sør-Øst,85,17
2021-09-20,Helse Sør-Øst,93,18
2021-09-21,Helse Sør-Øst,93,19
2021-09-22,Helse Sør-Øst,86,17
2021-09-23,Helse Sør-Øst,79,19
2021-09-24,Helse Sør-Øst,80,18
2021-09-27,Helse Sør-Øst,89,18
2021-09-28,Helse Sør-Øst,80,20
2021-09-29,Helse Sør-Øst,81,22
2021-09-30,Helse Sør-Øst,79,20
2021-10-01,Helse Sør-Øst,75,20
2021-10-04,Helse Sør-Øst,76,16
2021-10-05,Helse Sør-Øst,71,14
2021-10-06,Helse Sør-Øst,70,13
2021-10-07,Helse Sør-Øst,72,13
2021-10-08,Helse Sør-Øst,74,14
2021-10-11,Helse Sør-Øst,71,12
2021-10-12,Helse Sør-Øst,65,13
2021-10-13,Helse Sør-Øst,65,15
2021-10-14,Helse Sør-Øst,66,15
2021-10-15,Helse Sør-Øst,61,15
2021-10-18,Helse Sør-Øst,63,14
2021-10-19,Helse Sør-Øst,63,17
2021-10-20,Helse Sør-Øst,74,15
2021-10-21,Helse Sør-Øst,76,10
2021-10-22,Helse Sør-Øst,71,12
2021-10-25,Helse Sør-Øst,77,13
2021-10-26,Helse Sør-Øst,68,13
2021-10-27,Helse Sør-Øst,67,12
2021-10-28,Helse Sør-Øst,71,11
2021-10-29,Helse Sør-Øst,82,6
2021-11-01,Helse Sør-Øst,104,9
2021-11-02,Helse Sør-Øst,105,12
2021-11-03,Helse Sør-Øst,106,10
2021-11-04,Helse Sør-Øst,103,13
2021-11-05,Helse Sør-Øst,100,12
2021-11-08,Helse Sør-Øst,112,14
2021-11-09,Helse Sør-Øst,104,12
2021-11-10,Helse Sør-Øst,113,17
2021-11-11,Helse Sør-Øst,117,19
2021-11-12,Helse Sør-Øst,124,21
2021-11-15,Helse Sør-Øst,135,24
2021-11-16,Helse Sør-Øst,131,23
2021-11-17,Helse Sør-Øst,128,24
2021-11-18,Helse Sør-Øst,130,24
2021-11-19,Helse Sør-Øst,123,24
2021-11-22,Helse Sør-Øst,128,25
2021-11-23,Helse Sør-Øst,134,25
2021-11-24,Helse Sør-Øst,130,26
2021-11-25,Helse Sør-Øst,136,26
2021-11-26,Helse Sør-Øst,143,28
2021-11-29,Helse Sør-Øst,149,26
2021-11-30,Helse Sør-Øst,144,23
2021-12-01,Helse Sør-Øst,154,24
2021-12-02,Helse Sør-Øst,156,28
2021-12-03,Helse Sør-Øst,160,31
2021-12-06,Helse Sør-Øst,177,34
2021-12-07,Helse Sør-Øst,195,35
2021-12-08,Helse Sør-Øst,193,33
2021-12-09,Helse Sør-Øst,207,33
2021-12-10,Helse Sør-Øst,215,35
2021-12-11,Helse Sør-Øst,213,36
2021-12-12,Helse Sør-Øst,232,42
2021-12-13,Helse Sør-Øst,248,44
2021-12-14,Helse Sør-Øst,242,45
2021-12-15,Helse Sør-Øst,257,45
2021-12-16,Helse Sør-Øst,247,43
2020-03-08,Helse Vest,0,0
2020-03-09,Helse Vest,0,0
2020-03-10,Helse Vest,0,0
2020-03-11,Helse Vest,1,0
2020-03-12,Helse Vest,0,0
2020-03-13,Helse Vest,3,0
2020-03-14,Helse Vest,5,0
2020-03-15,Helse Vest,6,0
2020-03-16,Helse Vest,6,0
2020-03-17,Helse Vest,13,1
2020-03-18,Helse Vest,17,1
2020-03-19,Helse Vest,18,1
2020-03-20,Helse Vest,26,2
2020-03-21,Helse Vest,32,3
2020-03-22,Helse Vest,35,3
2020-03-23,Helse Vest,36,7
2020-03-24,Helse Vest,44,6
2020-03-25,Helse Vest,46,10
2020-03-26,Helse Vest,47,12
2020-03-27,Helse Vest,46,13
2020-03-28,Helse Vest,40,14
2020-03-29,Helse Vest,42,14
2020-03-30,Helse Vest,45,15
2020-03-31,Helse Vest,40,15
2020-04-01,Helse Vest,42,13
2020-04-02,Helse Vest,42,13
2020-04-03,Helse Vest,42,13
2020-04-04,Helse Vest,37,13
2020-04-05,Helse Vest,35,13
2020-04-06,Helse Vest,33,11
2020-04-07,Helse Vest,24,10
2020-04-08,Helse Vest,25,9
2020-04-09,Helse Vest,27,9
2020-04-10,Helse Vest,27,9
2020-04-11,Helse Vest,23,9
2020-04-12,Helse Vest,24,9
2020-04-13,Helse Vest,22,8
2020-04-14,Helse Vest,22,8
2020-04-15,Helse Vest,24,8
2020-04-16,Helse Vest,23,8
2020-04-17,Helse Vest,21,7
2020-04-18,Helse Vest,18,7
2020-04-19,Helse Vest,24,9
2020-04-20,Helse Vest,24,7
2020-04-21,Helse Vest,20,6
2020-04-22,Helse Vest,20,6
2020-04-23,Helse Vest,18,5
2020-04-24,Helse Vest,19,5
2020-04-25,Helse Vest,15,5
2020-04-26,Helse Vest,18,5
2020-04-27,Helse Vest,16,6
2020-04-28,Helse Vest,16,6
2020-04-29,Helse Vest,15,5
2020-04-30,Helse Vest,13,5
2020-05-01,Helse Vest,11,4
2020-05-02,Helse Vest,12,4
2020-05-03,Helse Vest,11,4
2020-05-04,Helse Vest,11,3
2020-05-05,Helse Vest,12,3
2020-05-06,Helse Vest,11,2
2020-05-07,Helse Vest,11,2
2020-05-08,Helse Vest,11,2
2020-05-09,Helse Vest,11,2
2020-05-10,Helse Vest,10,1
2020-05-11,Helse Vest,10,1
2020-05-12,Helse Vest,10,1
2020-05-13,Helse Vest,8,1
2020-05-14,Helse Vest,8,1
2020-05-15,Helse Vest,7,1
2020-05-16,Helse Vest,7,1
2020-05-17,Helse Vest,7,1
2020-05-18,Helse Vest,7,1
2020-05-19,Helse Vest,6,1
2020-05-20,Helse Vest,3,0
2020-05-21,Helse Vest,2,0
2020-05-22,Helse Vest,2,0
2020-05-23,Helse Vest,2,0
2020-05-24,Helse Vest,2,0
2020-05-25,Helse Vest,2,0
2020-05-26,Helse Vest,2,1
2020-05-27,Helse Vest,2,0
2020-05-28,Helse Vest,2,1
2020-05-29,Helse Vest,2,0
2020-05-30,Helse Vest,1,0
2020-05-31,Helse Vest,1,0
2020-06-01,Helse Vest,1,0
2020-06-02,Helse Vest,1,0
2020-06-03,Helse Vest,0,0
2020-06-04,Helse Vest,0,0
2020-06-05,Helse Vest,0,0
2020-06-08,Helse Vest,0,0
2020-06-09,Helse Vest,1,0
2020-06-10,Helse Vest,1,0
2020-06-11,Helse Vest,2,0
2020-06-12,Helse Vest,1,0
2020-06-15,Helse Vest,0,0
2020-06-16,Helse Vest,0,0
2020-06-17,Helse Vest,1,0
2020-06-18,Helse Vest,2,0
2020-06-19,Helse Vest,0,0
2020-06-22,Helse Vest,0,0
2020-06-23,Helse Vest,0,0
2020-06-24,Helse Vest,0,0
2020-06-25,Helse Vest,0,0
2020-06-26,Helse Vest,0,0
2020-06-29,Helse Vest,0,0
2020-06-30,Helse Vest,0,0
2020-07-01,Helse Vest,0,0
2020-07-02,Helse Vest,0,0
2020-07-03,Helse Vest,1,0
2020-07-06,Helse Vest,1,0
2020-07-07,Helse Vest,1,0
2020-07-08,Helse Vest,1,0
2020-07-09,Helse Vest,1,0
2020-07-10,Helse Vest,0,0
2020-07-13,Helse Vest,0,0
2020-07-14,Helse Vest,0,0
2020-07-15,Helse Vest,0,0
2020-07-16,Helse Vest,0,0
2020-07-17,Helse Vest,0,0
2020-07-20,Helse Vest,2,0
2020-07-21,Helse Vest,2,0
2020-07-22,Helse Vest,1,0
2020-07-23,Helse Vest,1,0
2020-07-24,Helse Vest,0,0
2020-07-27,Helse Vest,0,0
2020-07-28,Helse Vest,0,0
2020-07-29,Helse Vest,0,0
2020-07-30,Helse Vest,0,0
2020-07-31,Helse Vest,0,0
2020-08-03,Helse Vest,2,0
2020-08-04,Helse Vest,1,0
2020-08-05,Helse Vest,1,0
2020-08-06,Helse Vest,3,0
2020-08-07,Helse Vest,3,0
2020-08-10,Helse Vest,2,0
2020-08-11,Helse Vest,1,0
2020-08-12,Helse Vest,1,0
2020-08-13,Helse Vest,1,0
2020-08-14,Helse Vest,0,0
2020-08-17,Helse Vest,1,0
2020-08-18,Helse Vest,1,0
2020-08-19,Helse Vest,1,0
2020-08-20,Helse Vest,1,0
2020-08-21,Helse Vest,2,0
2020-08-24,Helse Vest,2,0
2020-08-25,Helse Vest,3,0
2020-08-26,Helse Vest,3,0
2020-08-27,Helse Vest,2,0
2020-08-28,Helse Vest,2,0
2020-08-31,Helse Vest,1,1
2020-09-01,Helse Vest,1,1
2020-09-02,Helse Vest,1,1
2020-09-03,Helse Vest,2,1
2020-09-04,Helse Vest,3,1
2020-09-07,Helse Vest,3,0
2020-09-08,Helse Vest,2,0
2020-09-09,Helse Vest,1,0
2020-09-10,Helse Vest,2,0
2020-09-11,Helse Vest,2,0
2020-09-14,Helse Vest,5,0
2020-09-15,Helse Vest,5,0
2020-09-16,Helse Vest,6,0
2020-09-17,Helse Vest,5,0
2020-09-18,Helse Vest,3,0
2020-09-21,Helse Vest,6,0
2020-09-22,Helse Vest,5,0
2020-09-23,Helse Vest,4,0
2020-09-24,Helse Vest,7,0
2020-09-25,Helse Vest,6,0
2020-09-28,Helse Vest,5,0
2020-09-29,Helse Vest,6,0
2020-09-30,Helse Vest,8,0
2020-10-01,Helse Vest,8,0
2020-10-02,Helse Vest,9,0
2020-10-05,Helse Vest,4,0
2020-10-06,Helse Vest,2,0
2020-10-07,Helse Vest,4,0
2020-10-08,Helse Vest,5,0
2020-10-09,Helse Vest,4,0
2020-10-12,Helse Vest,1,0
2020-10-13,Helse Vest,0,0
2020-10-14,Helse Vest,1,0
2020-10-15,Helse Vest,1,0
2020-10-16,Helse Vest,2,0
2020-10-19,Helse Vest,3,0
2020-10-20,Helse Vest,2,0
2020-10-21,Helse Vest,3,0
2020-10-22,Helse Vest,7,0
2020-10-23,Helse Vest,5,0
2020-10-26,Helse Vest,12,0
2020-10-27,Helse Vest,9,0
2020-10-28,Helse Vest,7,0
2020-10-29,Helse Vest,6,0
2020-10-30,Helse Vest,9,0
2020-10-31,Helse Vest,8,0
2020-11-01,Helse Vest,10,0
2020-11-02,Helse Vest,8,0
2020-11-03,Helse Vest,5,0
2020-11-04,Helse Vest,8,0
2020-11-05,Helse Vest,7,1
2020-11-06,Helse Vest,8,1
2020-11-07,Helse Vest,6,2
2020-11-08,Helse Vest,6,2
2020-11-09,Helse Vest,8,2
2020-11-10,Helse Vest,10,2
2020-11-11,Helse Vest,11,2
2020-11-12,Helse Vest,11,1
2020-11-13,Helse Vest,12,1
2020-11-14,Helse Vest,11,1
2020-11-15,Helse Vest,13,1
2020-11-16,Helse Vest,21,2
2020-11-17,Helse Vest,18,2
2020-11-18,Helse Vest,20,3
2020-11-19,Helse Vest,19,2
2020-11-20,Helse Vest,15,2
2020-11-21,Helse Vest,12,2
2020-11-22,Helse Vest,13,4
2020-11-23,Helse Vest,15,4
2020-11-24,Helse Vest,12,4
2020-11-25,Helse Vest,13,4
2020-11-26,Helse Vest,13,4
2020-11-27,Helse Vest,11,3
2020-11-28,Helse Vest,12,4
2020-11-29,Helse Vest,8,3
2020-11-30,Helse Vest,10,3
2020-12-01,Helse Vest,11,3
2020-12-02,Helse Vest,12,3
2020-12-03,Helse Vest,12,3
2020-12-04,Helse Vest,11,3
2020-12-05,Helse Vest,10,3
2020-12-06,Helse Vest,9,3
2020-12-07,Helse Vest,11,3
2020-12-08,Helse Vest,10,3
2020-12-09,Helse Vest,12,3
2020-12-10,Helse Vest,12,3
2020-12-11,Helse Vest,11,3
2020-12-12,Helse Vest,8,2
2020-12-13,Helse Vest,7,2
2020-12-14,Helse Vest,8,2
2020-12-15,Helse Vest,6,2
2020-12-16,Helse Vest,7,2
2020-12-17,Helse Vest,4,2
2020-12-18,Helse Vest,4,1
2020-12-19,Helse Vest,7,2
2020-12-20,Helse Vest,7,2
2020-12-21,Helse Vest,8,2
2020-12-22,Helse Vest,6,2
2020-12-23,Helse Vest,5,2
2020-12-24,Helse Vest,7,2
2020-12-25,Helse Vest,6,2
2020-12-26,Helse Vest,4,2
2020-12-27,Helse Vest,6,2
2020-12-28,Helse Vest,8,2
2020-12-29,Helse Vest,9,2
2020-12-30,Helse Vest,8,2
2020-12-31,Helse Vest,9,1
2021-01-01,Helse Vest,8,1
2021-01-02,Helse Vest,8,1
2021-01-03,Helse Vest,9,0
2021-01-04,Helse Vest,12,1
2021-01-05,Helse Vest,18,2
2021-01-06,Helse Vest,16,3
2021-01-07,Helse Vest,17,3
2021-01-08,Helse Vest,16,4
2021-01-09,Helse Vest,14,5
2021-01-10,Helse Vest,15,5
2021-01-11,Helse Vest,14,6
2021-01-12,Helse Vest,14,5
2021-01-13,Helse Vest,17,5
2021-01-14,Helse Vest,24,5
2021-01-15,Helse Vest,25,4
2021-01-16,Helse Vest,21,5
2021-01-17,Helse Vest,23,5
2021-01-18,Helse Vest,19,4
2021-01-19,Helse Vest,16,3
2021-01-20,Helse Vest,14,4
2021-01-21,Helse Vest,13,5
2021-01-22,Helse Vest,15,5
2021-01-23,Helse Vest,17,6
2021-01-24,Helse Vest,17,6
2021-01-25,Helse Vest,16,6
2021-01-26,Helse Vest,13,4
2021-01-27,Helse Vest,9,3
2021-01-28,Helse Vest,8,4
2021-01-29,Helse Vest,13,2
2021-01-30,Helse Vest,8,2
2021-01-31,Helse Vest,10,2
2021-02-01,Helse Vest,13,3
2021-02-02,Helse Vest,13,3
2021-02-03,Helse Vest,14,3
2021-02-04,Helse Vest,14,3
2021-02-05,Helse Vest,14,3
2021-02-06,Helse Vest,11,3
2021-02-07,Helse Vest,12,4
2021-02-08,Helse Vest,13,4
2021-02-09,Helse Vest,17,4
2021-02-10,Helse Vest,18,4
2021-02-11,Helse Vest,15,5
2021-02-12,Helse Vest,14,5
2021-02-13,Helse Vest,12,4
2021-02-14,Helse Vest,12,5
2021-02-15,Helse Vest,12,5
2021-02-16,Helse Vest,15,5
2021-02-17,Helse Vest,9,4
2021-02-18,Helse Vest,8,4
2021-02-19,Helse Vest,9,4
2021-02-20,Helse Vest,12,3
2021-02-21,Helse Vest,12,3
2021-02-22,Helse Vest,12,6
2021-02-23,Helse Vest,13,6
2021-02-24,Helse Vest,13,5
2021-02-25,Helse Vest,13,5
2021-02-26,Helse Vest,9,3
2021-02-27,Helse Vest,10,6
2021-02-28,Helse Vest,10,5
2021-03-01,Helse Vest,10,6
2021-03-02,Helse Vest,8,5
2021-03-03,Helse Vest,10,4
2021-03-04,Helse Vest,8,4
2021-03-05,Helse Vest,7,3
2021-03-06,Helse Vest,8,3
2021-03-07,Helse Vest,8,2
2021-03-08,Helse Vest,9,2
2021-03-09,Helse Vest,10,2
2021-03-10,Helse Vest,9,2
2021-03-11,Helse Vest,9,2
2021-03-12,Helse Vest,5,1
2021-03-13,Helse Vest,8,1
2021-03-14,Helse Vest,11,1
2021-03-15,Helse Vest,12,1
2021-03-16,Helse Vest,13,0
2021-03-17,Helse Vest,12,2
2021-03-18,Helse Vest,15,2
2021-03-19,Helse Vest,17,2
2021-03-20,Helse Vest,16,2
2021-03-21,Helse Vest,16,2
2021-03-22,Helse Vest,18,1
2021-03-23,Helse Vest,20,2
2021-03-24,Helse Vest,21,2
2021-03-25,Helse Vest,26,3
2021-03-26,Helse Vest,23,3
2021-03-27,Helse Vest,26,2
2021-03-28,Helse Vest,30,3
2021-03-29,Helse Vest,25,3
2021-03-30,Helse Vest,25,3
2021-03-31,Helse Vest,24,3
2021-04-01,Helse Vest,23,3
2021-04-02,Helse Vest,22,3
2021-04-03,Helse Vest,25,3
2021-04-04,Helse Vest,23,3
2021-04-05,Helse Vest,28,3
2021-04-06,Helse Vest,31,2
2021-04-07,Helse Vest,31,3
2021-04-08,Helse Vest,32,3
2021-04-09,Helse Vest,26,2
2021-04-10,Helse Vest,30,2
2021-04-11,Helse Vest,25,2
2021-04-12,Helse Vest,28,1
2021-04-13,Helse Vest,34,3
2021-04-14,Helse Vest,32,3
2021-04-15,Helse Vest,27,3
2021-04-16,Helse Vest,33,4
2021-04-17,Helse Vest,30,5
2021-04-18,Helse Vest,24,5
2021-04-19,Helse Vest,28,5
2021-04-20,Helse Vest,34,6
2021-04-21,Helse Vest,32,7
2021-04-22,Helse Vest,29,6
2021-04-23,Helse Vest,26,6
2021-04-24,Helse Vest,28,5
2021-04-25,Helse Vest,28,6
2021-04-26,Helse Vest,27,8
2021-04-27,Helse Vest,26,8
2021-04-28,Helse Vest,25,8
2021-04-29,Helse Vest,29,7
2021-04-30,Helse Vest,23,4
2021-05-01,Helse Vest,21,3
2021-05-02,Helse Vest,19,3
2021-05-03,Helse Vest,18,3
2021-05-04,Helse Vest,11,1
2021-05-05,Helse Vest,8,1
2021-05-06,Helse Vest,8,1
2021-05-07,Helse Vest,9,1
2021-05-08,Helse Vest,8,1
2021-05-09,Helse Vest,10,1
2021-05-10,Helse Vest,10,1
2021-05-11,Helse Vest,10,1
2021-05-12,Helse Vest,12,1
2021-05-13,Helse Vest,9,1
2021-05-14,Helse Vest,9,1
2021-05-15,Helse Vest,6,1
2021-05-16,Helse Vest,6,1
2021-05-17,Helse Vest,8,0
2021-05-18,Helse Vest,8,0
2021-05-19,Helse Vest,7,0
2021-05-20,Helse Vest,7,1
2021-05-21,Helse Vest,8,1
2021-05-22,Helse Vest,7,1
2021-05-23,Helse Vest,6,1
2021-05-24,Helse Vest,4,1
2021-05-25,Helse Vest,4,1
2021-05-26,Helse Vest,6,1
2021-05-27,Helse Vest,3,1
2021-05-28,Helse Vest,2,1
2021-05-29,Helse Vest,3,1
2021-05-30,Helse Vest,4,1
2021-05-31,Helse Vest,3,0
2021-06-01,Helse Vest,2,0
2021-06-02,Helse Vest,2,0
2021-06-03,Helse Vest,1,0
2021-06-04,Helse Vest,1,0
2021-06-07,Helse Vest,1,0
2021-06-08,Helse Vest,1,0
2021-06-09,Helse Vest,1,0
2021-06-10,Helse Vest,1,0
2021-06-11,Helse Vest,0,0
2021-06-14,Helse Vest,0,0
2021-06-15,Helse Vest,0,0
2021-06-16,Helse Vest,0,0
2021-06-17,Helse Vest,0,0
2021-06-18,Helse Vest,0,0
2021-06-21,Helse Vest,0,0
2021-06-22,Helse Vest,0,0
2021-06-23,Helse Vest,0,0
2021-06-24,Helse Vest,0,0
2021-06-25,Helse Vest,0,0
2021-06-28,Helse Vest,2,0
2021-06-29,Helse Vest,2,0
2021-06-30,Helse Vest,2,0
2021-07-01,Helse Vest,2,0
2021-07-02,Helse Vest,4,0
2021-07-05,Helse Vest,3,0
2021-07-06,Helse Vest,7,0
2021-07-07,Helse Vest,6,2
2021-07-08,Helse Vest,3,2
2021-07-09,Helse Vest,2,2
2021-07-12,Helse Vest,4,1
2021-07-13,Helse Vest,3,0
2021-07-14,Helse Vest,4,0
2021-07-15,Helse Vest,3,0
2021-07-16,Helse Vest,3,0
2021-07-19,Helse Vest,5,0
2021-07-20,Helse Vest,3,0
2021-07-21,Helse Vest,3,0
2021-07-22,Helse Vest,2,0
2021-07-23,Helse Vest,2,0
2021-07-26,Helse Vest,4,0
2021-07-27,Helse Vest,4,0
2021-07-28,Helse Vest,3,0
2021-07-29,Helse Vest,4,0
2021-07-30,Helse Vest,1,0
2021-08-02,Helse Vest,3,0
2021-08-03,Helse Vest,4,0
2021-08-04,Helse Vest,8,0
2021-08-05,Helse Vest,8,0
2021-08-06,Helse Vest,8,0
2021-08-09,Helse Vest,2,0
2021-08-10,Helse Vest,8,0
2021-08-11,Helse Vest,11,0
2021-08-12,Helse Vest,9,0
2021-08-13,Helse Vest,6,0
2021-08-16,Helse Vest,5,0
2021-08-17,Helse Vest,9,0
2021-08-18,Helse Vest,8,0
2021-08-19,Helse Vest,7,0
2021-08-20,Helse Vest,6,0
2021-08-23,Helse Vest,10,0
2021-08-24,Helse Vest,4,0
2021-08-25,Helse Vest,7,0
2021-08-26,Helse Vest,6,0
2021-08-27,Helse Vest,5,0
2021-08-30,Helse Vest,8,0
2021-08-31,Helse Vest,8,0
2021-09-01,Helse Vest,6,0
2021-09-02,Helse Vest,6,0
2021-09-03,Helse Vest,8,0
2021-09-06,Helse Vest,7,1
2021-09-07,Helse Vest,5,1
2021-09-08,Helse Vest,7,1
2021-09-09,Helse Vest,6,1
2021-09-10,Helse Vest,6,1
2021-09-13,Helse Vest,4,1
2021-09-14,Helse Vest,4,1
2021-09-15,Helse Vest,4,1
2021-09-16,Helse Vest,3,1
2021-09-17,Helse Vest,8,1
2021-09-20,Helse Vest,7,1
2021-09-21,Helse Vest,7,1
2021-09-22,Helse Vest,10,1
2021-09-23,Helse Vest,7,1
2021-09-24,Helse Vest,4,1
2021-09-27,Helse Vest,3,1
2021-09-28,Helse Vest,3,1
2021-09-29,Helse Vest,3,1
2021-09-30,Helse Vest,2,1
2021-10-01,Helse Vest,3,1
2021-10-04,Helse Vest,4,0
2021-10-05,Helse Vest,4,0
2021-10-06,Helse Vest,3,0
2021-10-07,Helse Vest,5,0
