date,health_reg_name,admissions,respirators
2021-10-08,Helse Vest,7,0
2021-10-11,Helse Vest,4,0
2021-10-12,Helse Vest,5,0
2021-10-13,Helse Vest,6,0
2021-10-14,Helse Vest,6,0
2021-10-15,Helse Vest,9,0
2021-10-18,Helse Vest,4,0
2021-10-19,Helse Vest,5,0
2021-10-20,Helse Vest,6,0
2021-10-21,Helse Vest,8,0
2021-10-22,Helse Vest,10,0
2021-10-25,Helse Vest,13,0
2021-10-26,Helse Vest,7,0
2021-10-27,Helse Vest,7,0
2021-10-28,Helse Vest,7,1
2021-10-29,Helse Vest,9,1
2021-11-01,Helse Vest,14,1
2021-11-02,Helse Vest,15,2
2021-11-03,Helse Vest,17,2
2021-11-04,Helse Vest,19,1
2021-11-05,Helse Vest,20,1
2021-11-08,Helse Vest,29,2
2021-11-09,Helse Vest,29,3
2021-11-10,Helse Vest,30,3
2021-11-11,Helse Vest,24,4
2021-11-12,Helse Vest,22,3
2021-11-15,Helse Vest,28,2
2021-11-16,Helse Vest,27,1
2021-11-17,Helse Vest,26,1
2021-11-18,Helse Vest,23,1
2021-11-19,Helse Vest,28,1
2021-11-22,Helse Vest,33,1
2021-11-23,Helse Vest,33,1
2021-11-24,Helse Vest,33,2
2021-11-25,Helse Vest,33,4
2021-11-26,Helse Vest,28,4
2021-11-29,Helse Vest,36,5
2021-11-30,Helse Vest,40,4
2021-12-01,Helse Vest,41,3
2021-12-02,Helse Vest,42,5
2021-12-03,Helse Vest,41,6
2021-12-06,Helse Vest,47,6
2021-12-07,Helse Vest,51,7
2021-12-08,Helse Vest,47,7
2021-12-09,Helse Vest,43,7
2021-12-10,Helse Vest,36,7
2021-12-11,Helse Vest,38,8
2021-12-12,Helse Vest,40,6
2021-12-13,Helse Vest,43,8
2021-12-14,Helse Vest,48,8
2021-12-15,Helse Vest,47,7
2021-12-16,Helse Vest,56,7
