country_region_code,date,category,mob_change
NO,2021-12-27,Workplace,-67.0
NO,2021-12-28,Workplace,-66.0
NO,2021-12-29,Workplace,-65.0
NO,2021-12-30,Workplace,-66.0
NO,2021-12-31,Workplace,-79.0
NO,2022-01-01,Workplace,-51.0
NO,2022-01-02,Workplace,-12.0
NO,2022-01-03,Workplace,-35.0
NO,2022-01-04,Workplace,-29.0
NO,2022-01-05,Workplace,-29.0
NO,2022-01-06,Workplace,-28.0
NO,2022-01-07,Workplace,-27.0
NO,2022-01-08,Workplace,-15.0
NO,2022-01-09,Workplace,-12.0
NO,2022-01-10,Workplace,-27.0
NO,2022-01-11,Workplace,-27.0
NO,2022-01-12,Workplace,-28.0
NO,2022-01-13,Workplace,-27.0
NO,2022-01-14,Workplace,-25.0
NO,2022-01-15,Workplace,-10.0
NO,2022-01-16,Workplace,-11.0
NO,2022-01-17,Workplace,-27.0
NO,2022-01-18,Workplace,-26.0
NO,2022-01-19,Workplace,-26.0
NO,2022-01-20,Workplace,-25.0
NO,2022-01-21,Workplace,-24.0
NO,2022-01-22,Workplace,-8.0
NO,2022-01-23,Workplace,-10.0
NO,2022-01-24,Workplace,-26.0
NO,2022-01-25,Workplace,-26.0
NO,2022-01-26,Workplace,-26.0
NO,2022-01-27,Workplace,-25.0
NO,2022-01-28,Workplace,-25.0
NO,2022-01-29,Workplace,-8.0
NO,2022-01-30,Workplace,-8.0
NO,2022-01-31,Workplace,-25.0
NO,2022-02-01,Workplace,-25.0
NO,2022-02-02,Workplace,-24.0
NO,2022-02-03,Workplace,-23.0
NO,2022-02-04,Workplace,-22.0
NO,2022-02-05,Workplace,-8.0
NO,2022-02-06,Workplace,-8.0
NO,2022-02-07,Workplace,-23.0
NO,2022-02-08,Workplace,-23.0
NO,2022-02-09,Workplace,-23.0
NO,2022-02-10,Workplace,-23.0
NO,2022-02-11,Workplace,-23.0
NO,2022-02-12,Workplace,-8.0
NO,2022-02-13,Workplace,-7.0
NO,2022-02-14,Workplace,-22.0
NO,2022-02-15,Workplace,-22.0
NO,2022-02-16,Workplace,-22.0
NO,2022-02-17,Workplace,-21.0
NO,2022-02-18,Workplace,-21.0
NO,2022-02-19,Workplace,-6.0
NO,2022-02-20,Workplace,-8.0
NO,2022-02-21,Workplace,-29.0
NO,2022-02-22,Workplace,-29.0
NO,2022-02-23,Workplace,-29.0
NO,2022-02-24,Workplace,-30.0
NO,2022-02-25,Workplace,-30.0
NO,2022-02-26,Workplace,-7.0
NO,2022-02-27,Workplace,-7.0
NO,2022-02-28,Workplace,-25.0
NO,2022-03-01,Workplace,-25.0
NO,2022-03-02,Workplace,-25.0
NO,2022-03-03,Workplace,-25.0
NO,2022-03-04,Workplace,-24.0
NO,2022-03-05,Workplace,-7.0
NO,2022-03-06,Workplace,-6.0
NO,2022-03-07,Workplace,-18.0
NO,2022-03-08,Workplace,-18.0
NO,2022-03-09,Workplace,-18.0
NO,2022-03-10,Workplace,-17.0
NO,2020-02-15,Residential,-1.0
NO,2020-02-16,Residential,1.0
NO,2020-02-17,Residential,2.0
NO,2020-02-18,Residential,1.0
NO,2020-02-19,Residential,0.0
NO,2020-02-20,Residential,2.0
NO,2020-02-21,Residential,2.0
NO,2020-02-22,Residential,0.0
NO,2020-02-23,Residential,-2.0
NO,2020-02-24,Residential,0.0
NO,2020-02-25,Residential,1.0
NO,2020-02-26,Residential,0.0
NO,2020-02-27,Residential,1.0
NO,2020-02-28,Residential,1.0
NO,2020-02-29,Residential,0.0
NO,2020-03-01,Residential,0.0
NO,2020-03-02,Residential,1.0
NO,2020-03-03,Residential,1.0
NO,2020-03-04,Residential,1.0
NO,2020-03-05,Residential,0.0
NO,2020-03-06,Residential,0.0
NO,2020-03-07,Residential,0.0
NO,2020-03-08,Residential,1.0
NO,2020-03-09,Residential,1.0
NO,2020-03-10,Residential,2.0
NO,2020-03-11,Residential,3.0
NO,2020-03-12,Residential,5.0
NO,2020-03-13,Residential,14.0
NO,2020-03-14,Residential,8.0
NO,2020-03-15,Residential,11.0
NO,2020-03-16,Residential,18.0
NO,2020-03-17,Residential,19.0
NO,2020-03-18,Residential,20.0
NO,2020-03-19,Residential,20.0
NO,2020-03-20,Residential,21.0
NO,2020-03-21,Residential,9.0
NO,2020-03-22,Residential,12.0
NO,2020-03-23,Residential,20.0
NO,2020-03-24,Residential,20.0
NO,2020-03-25,Residential,20.0
NO,2020-03-26,Residential,20.0
NO,2020-03-27,Residential,21.0
NO,2020-03-28,Residential,10.0
NO,2020-03-29,Residential,11.0
NO,2020-03-30,Residential,18.0
NO,2020-03-31,Residential,18.0
NO,2020-04-01,Residential,19.0
NO,2020-04-02,Residential,20.0
NO,2020-04-03,Residential,19.0
NO,2020-04-04,Residential,9.0
NO,2020-04-05,Residential,11.0
NO,2020-04-06,Residential,17.0
NO,2020-04-07,Residential,16.0
NO,2020-04-08,Residential,18.0
NO,2020-04-09,Residential,25.0
NO,2020-04-10,Residential,26.0
NO,2020-04-11,Residential,9.0
NO,2020-04-12,Residential,10.0
NO,2020-04-13,Residential,27.0
NO,2020-04-14,Residential,17.0
NO,2020-04-15,Residential,17.0
NO,2020-04-16,Residential,17.0
NO,2020-04-17,Residential,16.0
NO,2020-04-18,Residential,6.0
NO,2020-04-19,Residential,6.0
NO,2020-04-20,Residential,13.0
NO,2020-04-21,Residential,12.0
NO,2020-04-22,Residential,12.0
NO,2020-04-23,Residential,13.0
NO,2020-04-24,Residential,13.0
NO,2020-04-25,Residential,5.0
NO,2020-04-26,Residential,4.0
NO,2020-04-27,Residential,13.0
NO,2020-04-28,Residential,11.0
NO,2020-04-29,Residential,12.0
NO,2020-04-30,Residential,9.0
NO,2020-05-01,Residential,24.0
NO,2020-05-02,Residential,4.0
NO,2020-05-03,Residential,2.0
NO,2020-05-04,Residential,11.0
NO,2020-05-05,Residential,11.0
NO,2020-05-06,Residential,11.0
NO,2020-05-07,Residential,11.0
NO,2020-05-08,Residential,10.0
NO,2020-05-09,Residential,3.0
NO,2020-05-10,Residential,5.0
NO,2020-05-11,Residential,11.0
NO,2020-05-12,Residential,10.0
NO,2020-05-13,Residential,10.0
NO,2020-05-14,Residential,8.0
NO,2020-05-15,Residential,9.0
NO,2020-05-16,Residential,4.0
NO,2020-05-17,Residential,1.0
NO,2020-05-18,Residential,9.0
NO,2020-05-19,Residential,7.0
NO,2020-05-20,Residential,3.0
NO,2020-05-21,Residential,19.0
NO,2020-05-22,Residential,11.0
NO,2020-05-23,Residential,3.0
NO,2020-05-24,Residential,0.0
NO,2020-05-25,Residential,6.0
NO,2020-05-26,Residential,7.0
NO,2020-05-27,Residential,7.0
NO,2020-05-28,Residential,6.0
NO,2020-05-29,Residential,2.0
NO,2020-05-30,Residential,-3.0
NO,2020-05-31,Residential,-3.0
NO,2020-06-01,Residential,9.0
NO,2020-06-02,Residential,3.0
NO,2020-06-03,Residential,5.0
NO,2020-06-04,Residential,6.0
NO,2020-06-05,Residential,6.0
NO,2020-06-06,Residential,2.0
NO,2020-06-07,Residential,3.0
NO,2020-06-08,Residential,6.0
NO,2020-06-09,Residential,4.0
NO,2020-06-10,Residential,4.0
NO,2020-06-11,Residential,3.0
NO,2020-06-12,Residential,0.0
NO,2020-06-13,Residential,-4.0
NO,2020-06-14,Residential,-6.0
NO,2020-06-15,Residential,2.0
NO,2020-06-16,Residential,2.0
NO,2020-06-17,Residential,2.0
NO,2020-06-18,Residential,1.0
NO,2020-06-19,Residential,-1.0
NO,2020-06-20,Residential,-4.0
NO,2020-06-21,Residential,-2.0
NO,2020-06-22,Residential,4.0
NO,2020-06-23,Residential,2.0
NO,2020-06-24,Residential,2.0
NO,2020-06-25,Residential,1.0
NO,2020-06-26,Residential,0.0
NO,2020-06-27,Residential,-6.0
NO,2020-06-28,Residential,-2.0
NO,2020-06-29,Residential,5.0
NO,2020-06-30,Residential,5.0
NO,2020-07-01,Residential,4.0
NO,2020-07-02,Residential,4.0
NO,2020-07-03,Residential,4.0
NO,2020-07-04,Residential,-3.0
NO,2020-07-05,Residential,1.0
NO,2020-07-06,Residential,7.0
NO,2020-07-07,Residential,6.0
NO,2020-07-08,Residential,5.0
NO,2020-07-09,Residential,5.0
NO,2020-07-10,Residential,4.0
NO,2020-07-11,Residential,-4.0
NO,2020-07-12,Residential,-3.0
NO,2020-07-13,Residential,6.0
NO,2020-07-14,Residential,8.0
NO,2020-07-15,Residential,6.0
NO,2020-07-16,Residential,5.0
NO,2020-07-17,Residential,6.0
NO,2020-07-18,Residential,-2.0
NO,2020-07-19,Residential,-2.0
NO,2020-07-20,Residential,6.0
NO,2020-07-21,Residential,7.0
NO,2020-07-22,Residential,6.0
NO,2020-07-23,Residential,6.0
NO,2020-07-24,Residential,5.0
NO,2020-07-25,Residential,-5.0
NO,2020-07-26,Residential,-1.0
NO,2020-07-27,Residential,7.0
NO,2020-07-28,Residential,9.0
NO,2020-07-29,Residential,8.0
NO,2020-07-30,Residential,6.0
NO,2020-07-31,Residential,3.0
NO,2020-08-01,Residential,-6.0
NO,2020-08-02,Residential,-2.0
NO,2020-08-03,Residential,5.0
NO,2020-08-04,Residential,5.0
NO,2020-08-05,Residential,7.0
NO,2020-08-06,Residential,5.0
NO,2020-08-07,Residential,2.0
NO,2020-08-08,Residential,-4.0
NO,2020-08-09,Residential,-5.0
NO,2020-08-10,Residential,3.0
NO,2020-08-11,Residential,3.0
NO,2020-08-12,Residential,2.0
NO,2020-08-13,Residential,3.0
NO,2020-08-14,Residential,2.0
NO,2020-08-15,Residential,-3.0
NO,2020-08-16,Residential,-4.0
NO,2020-08-17,Residential,2.0
NO,2020-08-18,Residential,2.0
NO,2020-08-19,Residential,3.0
NO,2020-08-20,Residential,3.0
NO,2020-08-21,Residential,4.0
NO,2020-08-22,Residential,0.0
NO,2020-08-23,Residential,0.0
NO,2020-08-24,Residential,3.0
NO,2020-08-25,Residential,3.0
NO,2020-08-26,Residential,3.0
NO,2020-08-27,Residential,2.0
NO,2020-08-28,Residential,1.0
NO,2020-08-29,Residential,-1.0
NO,2020-08-30,Residential,-3.0
NO,2020-08-31,Residential,2.0
NO,2020-09-01,Residential,2.0
NO,2020-09-02,Residential,2.0
NO,2020-09-03,Residential,3.0
NO,2020-09-04,Residential,2.0
NO,2020-09-05,Residential,-1.0
NO,2020-09-06,Residential,-1.0
NO,2020-09-07,Residential,3.0
NO,2020-09-08,Residential,3.0
NO,2020-09-09,Residential,3.0
NO,2020-09-10,Residential,2.0
NO,2020-09-11,Residential,1.0
NO,2020-09-12,Residential,-2.0
NO,2020-09-13,Residential,-2.0
NO,2020-09-14,Residential,1.0
NO,2020-09-15,Residential,2.0
NO,2020-09-16,Residential,2.0
NO,2020-09-17,Residential,1.0
NO,2020-09-18,Residential,1.0
NO,2020-09-19,Residential,-3.0
NO,2020-09-20,Residential,-2.0
NO,2020-09-21,Residential,3.0
NO,2020-09-22,Residential,3.0
NO,2020-09-23,Residential,4.0
NO,2020-09-24,Residential,4.0
NO,2020-09-25,Residential,3.0
NO,2020-09-26,Residential,1.0
NO,2020-09-27,Residential,0.0
NO,2020-09-28,Residential,4.0
NO,2020-09-29,Residential,5.0
NO,2020-09-30,Residential,4.0
NO,2020-10-01,Residential,3.0
NO,2020-10-02,Residential,3.0
NO,2020-10-03,Residential,-1.0
NO,2020-10-04,Residential,1.0
NO,2020-10-05,Residential,4.0
NO,2020-10-06,Residential,4.0
NO,2020-10-07,Residential,4.0
NO,2020-10-08,Residential,5.0
NO,2020-10-09,Residential,4.0
NO,2020-10-10,Residential,1.0
NO,2020-10-11,Residential,0.0
NO,2020-10-12,Residential,3.0
NO,2020-10-13,Residential,3.0
NO,2020-10-14,Residential,4.0
NO,2020-10-15,Residential,3.0
NO,2020-10-16,Residential,3.0
NO,2020-10-17,Residential,1.0
NO,2020-10-18,Residential,1.0
NO,2020-10-19,Residential,4.0
NO,2020-10-20,Residential,6.0
NO,2020-10-21,Residential,5.0
NO,2020-10-22,Residential,4.0
NO,2020-10-23,Residential,4.0
NO,2020-10-24,Residential,1.0
NO,2020-10-25,Residential,3.0
NO,2020-10-26,Residential,5.0
NO,2020-10-27,Residential,5.0
NO,2020-10-28,Residential,6.0
NO,2020-10-29,Residential,5.0
NO,2020-10-30,Residential,6.0
NO,2020-10-31,Residential,2.0
NO,2020-11-01,Residential,4.0
NO,2020-11-02,Residential,7.0
NO,2020-11-03,Residential,6.0
NO,2020-11-04,Residential,7.0
NO,2020-11-05,Residential,8.0
NO,2020-11-06,Residential,8.0
NO,2020-11-07,Residential,5.0
NO,2020-11-08,Residential,4.0
NO,2020-11-09,Residential,9.0
NO,2020-11-10,Residential,9.0
NO,2020-11-11,Residential,9.0
NO,2020-11-12,Residential,9.0
NO,2020-11-13,Residential,10.0
NO,2020-11-14,Residential,5.0
NO,2020-11-15,Residential,6.0
NO,2020-11-16,Residential,9.0
NO,2020-11-17,Residential,9.0
NO,2020-11-18,Residential,10.0
NO,2020-11-19,Residential,9.0
NO,2020-11-20,Residential,9.0
NO,2020-11-21,Residential,6.0
NO,2020-11-22,Residential,6.0
NO,2020-11-23,Residential,8.0
NO,2020-11-24,Residential,8.0
NO,2020-11-25,Residential,9.0
NO,2020-11-26,Residential,8.0
NO,2020-11-27,Residential,8.0
NO,2020-11-28,Residential,5.0
NO,2020-11-29,Residential,6.0
NO,2020-11-30,Residential,8.0
NO,2020-12-01,Residential,8.0
NO,2020-12-02,Residential,9.0
NO,2020-12-03,Residential,9.0
NO,2020-12-04,Residential,9.0
NO,2020-12-05,Residential,5.0
NO,2020-12-06,Residential,5.0
NO,2020-12-07,Residential,8.0
NO,2020-12-08,Residential,8.0
NO,2020-12-09,Residential,8.0
NO,2020-12-10,Residential,8.0
NO,2020-12-11,Residential,8.0
NO,2020-12-12,Residential,4.0
NO,2020-12-13,Residential,5.0
NO,2020-12-14,Residential,8.0
NO,2020-12-15,Residential,8.0
NO,2020-12-16,Residential,8.0
NO,2020-12-17,Residential,8.0
NO,2020-12-18,Residential,9.0
NO,2020-12-19,Residential,5.0
NO,2020-12-20,Residential,6.0
NO,2020-12-21,Residential,9.0
NO,2020-12-22,Residential,9.0
NO,2020-12-23,Residential,12.0
NO,2020-12-24,Residential,18.0
NO,2020-12-25,Residential,24.0
NO,2020-12-26,Residential,8.0
NO,2020-12-27,Residential,7.0
NO,2020-12-28,Residential,15.0
NO,2020-12-29,Residential,15.0
NO,2020-12-30,Residential,15.0
NO,2020-12-31,Residential,19.0
NO,2021-01-01,Residential,24.0
NO,2021-01-02,Residential,5.0
NO,2021-01-03,Residential,6.0
NO,2021-01-04,Residential,12.0
NO,2021-01-05,Residential,12.0
NO,2021-01-06,Residential,13.0
NO,2021-01-07,Residential,13.0
NO,2021-01-08,Residential,14.0
NO,2021-01-09,Residential,9.0
NO,2021-01-10,Residential,8.0
NO,2021-01-11,Residential,12.0
NO,2021-01-12,Residential,12.0
NO,2021-01-13,Residential,12.0
NO,2021-01-14,Residential,12.0
NO,2021-01-15,Residential,12.0
NO,2021-01-16,Residential,8.0
NO,2021-01-17,Residential,7.0
NO,2021-01-18,Residential,11.0
NO,2021-01-19,Residential,11.0
NO,2021-01-20,Residential,11.0
NO,2021-01-21,Residential,12.0
NO,2021-01-22,Residential,11.0
NO,2021-01-23,Residential,7.0
NO,2021-01-24,Residential,6.0
NO,2021-01-25,Residential,11.0
NO,2021-01-26,Residential,11.0
NO,2021-01-27,Residential,12.0
NO,2021-01-28,Residential,11.0
NO,2021-01-29,Residential,12.0
NO,2021-01-30,Residential,7.0
NO,2021-01-31,Residential,6.0
NO,2021-02-01,Residential,11.0
NO,2021-02-02,Residential,11.0
NO,2021-02-03,Residential,10.0
NO,2021-02-04,Residential,10.0
NO,2021-02-05,Residential,10.0
NO,2021-02-06,Residential,6.0
NO,2021-02-07,Residential,5.0
NO,2021-02-08,Residential,10.0
NO,2021-02-09,Residential,10.0
NO,2021-02-10,Residential,11.0
NO,2021-02-11,Residential,11.0
NO,2021-02-12,Residential,10.0
NO,2021-02-13,Residential,5.0
NO,2021-02-14,Residential,4.0
NO,2021-02-15,Residential,10.0
NO,2021-02-16,Residential,10.0
NO,2021-02-17,Residential,10.0
NO,2021-02-18,Residential,10.0
NO,2021-02-19,Residential,9.0
NO,2021-02-20,Residential,6.0
NO,2021-02-21,Residential,6.0
NO,2021-02-22,Residential,10.0
NO,2021-02-23,Residential,9.0
NO,2021-02-24,Residential,9.0
NO,2021-02-25,Residential,9.0
NO,2021-02-26,Residential,9.0
NO,2021-02-27,Residential,4.0
NO,2021-02-28,Residential,2.0
NO,2021-03-01,Residential,9.0
NO,2021-03-02,Residential,8.0
NO,2021-03-03,Residential,9.0
NO,2021-03-04,Residential,9.0
NO,2021-03-05,Residential,10.0
NO,2021-03-06,Residential,6.0
NO,2021-03-07,Residential,4.0
NO,2021-03-08,Residential,9.0
NO,2021-03-09,Residential,8.0
NO,2021-03-10,Residential,11.0
NO,2021-03-11,Residential,12.0
NO,2021-03-12,Residential,10.0
NO,2021-03-13,Residential,5.0
NO,2021-03-14,Residential,4.0
NO,2021-03-15,Residential,9.0
NO,2021-03-16,Residential,9.0
NO,2021-03-17,Residential,10.0
NO,2021-03-18,Residential,10.0
NO,2021-03-19,Residential,11.0
NO,2021-03-20,Residential,6.0
NO,2021-03-21,Residential,6.0
NO,2021-03-22,Residential,10.0
NO,2021-03-23,Residential,10.0
NO,2021-03-24,Residential,10.0
NO,2021-03-25,Residential,10.0
NO,2021-03-26,Residential,11.0
NO,2021-03-27,Residential,5.0
NO,2021-03-28,Residential,7.0
NO,2021-03-29,Residential,12.0
NO,2021-03-30,Residential,11.0
NO,2021-03-31,Residential,11.0
NO,2021-04-01,Residential,19.0
NO,2021-04-02,Residential,22.0
NO,2021-04-03,Residential,3.0
NO,2021-04-04,Residential,3.0
NO,2021-04-05,Residential,23.0
NO,2021-04-06,Residential,11.0
NO,2021-04-07,Residential,11.0
NO,2021-04-08,Residential,12.0
NO,2021-04-09,Residential,11.0
NO,2021-04-10,Residential,6.0
NO,2021-04-11,Residential,6.0
NO,2021-04-12,Residential,10.0
NO,2021-04-13,Residential,10.0
NO,2021-04-14,Residential,10.0
NO,2021-04-15,Residential,9.0
NO,2021-04-16,Residential,7.0
NO,2021-04-17,Residential,2.0
NO,2021-04-18,Residential,1.0
NO,2021-04-19,Residential,7.0
NO,2021-04-20,Residential,8.0
NO,2021-04-21,Residential,9.0
NO,2021-04-22,Residential,8.0
NO,2021-04-23,Residential,8.0
NO,2021-04-24,Residential,4.0
NO,2021-04-25,Residential,3.0
NO,2021-04-26,Residential,7.0
NO,2021-04-27,Residential,7.0
NO,2021-04-28,Residential,8.0
NO,2021-04-29,Residential,7.0
NO,2021-04-30,Residential,5.0
NO,2021-05-01,Residential,5.0
NO,2021-05-02,Residential,2.0
NO,2021-05-03,Residential,7.0
NO,2021-05-04,Residential,8.0
NO,2021-05-05,Residential,8.0
NO,2021-05-06,Residential,7.0
NO,2021-05-07,Residential,6.0
NO,2021-05-08,Residential,2.0
NO,2021-05-09,Residential,6.0
NO,2021-05-10,Residential,8.0
NO,2021-05-11,Residential,6.0
NO,2021-05-12,Residential,2.0
NO,2021-05-13,Residential,19.0
NO,2021-05-14,Residential,9.0
NO,2021-05-15,Residential,1.0
NO,2021-05-16,Residential,2.0
NO,2021-05-17,Residential,15.0
NO,2021-05-18,Residential,6.0
NO,2021-05-19,Residential,6.0
NO,2021-05-20,Residential,6.0
NO,2021-05-21,Residential,4.0
NO,2021-05-22,Residential,2.0
NO,2021-05-23,Residential,4.0
NO,2021-05-24,Residential,17.0
NO,2021-05-25,Residential,5.0
NO,2021-05-26,Residential,7.0
NO,2021-05-27,Residential,5.0
NO,2021-05-28,Residential,3.0
NO,2021-05-29,Residential,-2.0
NO,2021-05-30,Residential,-2.0
NO,2021-05-31,Residential,5.0
NO,2021-06-01,Residential,4.0
NO,2021-06-02,Residential,5.0
NO,2021-06-03,Residential,4.0
NO,2021-06-04,Residential,2.0
NO,2021-06-05,Residential,-2.0
NO,2021-06-06,Residential,-2.0
NO,2021-06-07,Residential,5.0
NO,2021-06-08,Residential,4.0
NO,2021-06-09,Residential,4.0
NO,2021-06-10,Residential,4.0
NO,2021-06-11,Residential,3.0
NO,2021-06-12,Residential,-1.0
NO,2021-06-13,Residential,-1.0
NO,2021-06-14,Residential,5.0
NO,2021-06-15,Residential,4.0
NO,2021-06-16,Residential,4.0
NO,2021-06-17,Residential,3.0
NO,2021-06-18,Residential,2.0
NO,2021-06-19,Residential,-1.0
NO,2021-06-20,Residential,-1.0
NO,2021-06-21,Residential,5.0
NO,2021-06-22,Residential,4.0
NO,2021-06-23,Residential,2.0
NO,2021-06-24,Residential,3.0
NO,2021-06-25,Residential,1.0
NO,2021-06-26,Residential,-4.0
NO,2021-06-27,Residential,-4.0
NO,2021-06-28,Residential,3.0
NO,2021-06-29,Residential,3.0
NO,2021-06-30,Residential,1.0
NO,2021-07-01,Residential,2.0
NO,2021-07-02,Residential,1.0
NO,2021-07-03,Residential,-5.0
NO,2021-07-04,Residential,-4.0
NO,2021-07-05,Residential,4.0
NO,2021-07-06,Residential,5.0
NO,2021-07-07,Residential,5.0
NO,2021-07-08,Residential,5.0
NO,2021-07-09,Residential,3.0
NO,2021-07-10,Residential,-2.0
NO,2021-07-11,Residential,-4.0
NO,2021-07-12,Residential,4.0
NO,2021-07-13,Residential,5.0
NO,2021-07-14,Residential,5.0
NO,2021-07-15,Residential,4.0
NO,2021-07-16,Residential,3.0
NO,2021-07-17,Residential,-5.0
NO,2021-07-18,Residential,-3.0
NO,2021-07-19,Residential,5.0
NO,2021-07-20,Residential,6.0
NO,2021-07-21,Residential,5.0
NO,2021-07-22,Residential,5.0
NO,2021-07-23,Residential,4.0
NO,2021-07-24,Residential,-6.0
NO,2021-07-25,Residential,-6.0
NO,2021-07-26,Residential,6.0
NO,2021-07-27,Residential,9.0
NO,2021-07-28,Residential,8.0
NO,2021-07-29,Residential,9.0
NO,2021-07-30,Residential,6.0
NO,2021-07-31,Residential,-2.0
NO,2021-08-01,Residential,-1.0
NO,2021-08-02,Residential,6.0
NO,2021-08-03,Residential,6.0
NO,2021-08-04,Residential,5.0
NO,2021-08-05,Residential,5.0
NO,2021-08-06,Residential,4.0
NO,2021-08-07,Residential,-2.0
NO,2021-08-08,Residential,-3.0
NO,2021-08-09,Residential,5.0
NO,2021-08-10,Residential,5.0
NO,2021-08-11,Residential,4.0
NO,2021-08-12,Residential,4.0
NO,2021-08-13,Residential,4.0
NO,2021-08-14,Residential,-1.0
NO,2021-08-15,Residential,-1.0
NO,2021-08-16,Residential,4.0
NO,2021-08-17,Residential,3.0
NO,2021-08-18,Residential,4.0
NO,2021-08-19,Residential,3.0
NO,2021-08-20,Residential,1.0
NO,2021-08-21,Residential,-3.0
NO,2021-08-22,Residential,-4.0
NO,2021-08-23,Residential,2.0
NO,2021-08-24,Residential,3.0
NO,2021-08-25,Residential,3.0
NO,2021-08-26,Residential,2.0
NO,2021-08-27,Residential,1.0
NO,2021-08-28,Residential,-2.0
NO,2021-08-29,Residential,-4.0
NO,2021-08-30,Residential,3.0
NO,2021-08-31,Residential,3.0
NO,2021-09-01,Residential,3.0
NO,2021-09-02,Residential,3.0
NO,2021-09-03,Residential,2.0
NO,2021-09-04,Residential,-1.0
NO,2021-09-05,Residential,-2.0
NO,2021-09-06,Residential,3.0
NO,2021-09-07,Residential,3.0
NO,2021-09-08,Residential,3.0
NO,2021-09-09,Residential,2.0
NO,2021-09-10,Residential,2.0
NO,2021-09-11,Residential,0.0
NO,2021-09-12,Residential,0.0
NO,2021-09-13,Residential,2.0
NO,2021-09-14,Residential,2.0
NO,2021-09-15,Residential,2.0
NO,2021-09-16,Residential,2.0
NO,2021-09-17,Residential,1.0
NO,2021-09-18,Residential,-1.0
NO,2021-09-19,Residential,-2.0
NO,2021-09-20,Residential,3.0
NO,2021-09-21,Residential,3.0
NO,2021-09-22,Residential,3.0
NO,2021-09-23,Residential,3.0
NO,2021-09-24,Residential,2.0
NO,2021-09-25,Residential,-2.0
NO,2021-09-26,Residential,-1.0
NO,2021-09-27,Residential,3.0
NO,2021-09-28,Residential,2.0
NO,2021-09-29,Residential,2.0
NO,2021-09-30,Residential,3.0
NO,2021-10-01,Residential,2.0
NO,2021-10-02,Residential,-1.0
NO,2021-10-03,Residential,2.0
NO,2021-10-04,Residential,3.0
NO,2021-10-05,Residential,3.0
NO,2021-10-06,Residential,3.0
NO,2021-10-07,Residential,3.0
NO,2021-10-08,Residential,3.0
NO,2021-10-09,Residential,-1.0
NO,2021-10-10,Residential,0.0
NO,2021-10-11,Residential,3.0
NO,2021-10-12,Residential,2.0
NO,2021-10-13,Residential,3.0
NO,2021-10-14,Residential,3.0
NO,2021-10-15,Residential,3.0
NO,2021-10-16,Residential,-1.0
NO,2021-10-17,Residential,0.0
NO,2021-10-18,Residential,3.0
NO,2021-10-19,Residential,3.0
NO,2021-10-20,Residential,3.0
NO,2021-10-21,Residential,2.0
NO,2021-10-22,Residential,3.0
NO,2021-10-23,Residential,-1.0
NO,2021-10-24,Residential,2.0
NO,2021-10-25,Residential,4.0
NO,2021-10-26,Residential,3.0
NO,2021-10-27,Residential,3.0
NO,2021-10-28,Residential,3.0
NO,2021-10-29,Residential,2.0
NO,2021-10-30,Residential,0.0
NO,2021-10-31,Residential,1.0
NO,2021-11-01,Residential,4.0
NO,2021-11-02,Residential,3.0
NO,2021-11-03,Residential,3.0
NO,2021-11-04,Residential,3.0
NO,2021-11-05,Residential,4.0
NO,2021-11-06,Residential,1.0
NO,2021-11-07,Residential,2.0
NO,2021-11-08,Residential,4.0
NO,2021-11-09,Residential,4.0
NO,2021-11-10,Residential,4.0
NO,2021-11-11,Residential,4.0
NO,2021-11-12,Residential,4.0
NO,2021-11-13,Residential,1.0
NO,2021-11-14,Residential,1.0
NO,2021-11-15,Residential,5.0
NO,2021-11-16,Residential,4.0
NO,2021-11-17,Residential,4.0
NO,2021-11-18,Residential,4.0
NO,2021-11-19,Residential,4.0
NO,2021-11-20,Residential,1.0
NO,2021-11-21,Residential,2.0
NO,2021-11-22,Residential,4.0
NO,2021-11-23,Residential,4.0
NO,2021-11-24,Residential,4.0
NO,2021-11-25,Residential,3.0
NO,2021-11-26,Residential,4.0
NO,2021-11-27,Residential,1.0
NO,2021-11-28,Residential,3.0
NO,2021-11-29,Residential,5.0
NO,2021-11-30,Residential,5.0
NO,2021-12-01,Residential,5.0
NO,2021-12-02,Residential,5.0
NO,2021-12-03,Residential,6.0
NO,2021-12-04,Residential,3.0
NO,2021-12-05,Residential,4.0
NO,2021-12-06,Residential,7.0
NO,2021-12-07,Residential,7.0
NO,2021-12-08,Residential,8.0
NO,2021-12-09,Residential,8.0
NO,2021-12-10,Residential,8.0
NO,2021-12-11,Residential,4.0
NO,2021-12-12,Residential,5.0
NO,2021-12-13,Residential,8.0
NO,2021-12-14,Residential,8.0
NO,2021-12-15,Residential,10.0
NO,2021-12-16,Residential,10.0
NO,2021-12-17,Residential,11.0
NO,2021-12-18,Residential,5.0
NO,2021-12-19,Residential,5.0
NO,2021-12-20,Residential,9.0
NO,2021-12-21,Residential,9.0
NO,2021-12-22,Residential,9.0
NO,2021-12-23,Residential,12.0
NO,2021-12-24,Residential,19.0
NO,2021-12-25,Residential,7.0
NO,2021-12-26,Residential,4.0
NO,2021-12-27,Residential,15.0
NO,2021-12-28,Residential,16.0
NO,2021-12-29,Residential,15.0
NO,2021-12-30,Residential,16.0
NO,2021-12-31,Residential,19.0
NO,2022-01-01,Residential,7.0
NO,2022-01-02,Residential,6.0
NO,2022-01-03,Residential,12.0
NO,2022-01-04,Residential,11.0
