country_region_code,date,category,mob_change
NO,2022-02-21,Transit stations,-33.0
NO,2022-02-22,Transit stations,-34.0
NO,2022-02-23,Transit stations,-35.0
NO,2022-02-24,Transit stations,-36.0
NO,2022-02-25,Transit stations,-32.0
NO,2022-02-26,Transit stations,-26.0
NO,2022-02-27,Transit stations,-22.0
NO,2022-02-28,Transit stations,-30.0
NO,2022-03-01,Transit stations,-29.0
NO,2022-03-02,Transit stations,-29.0
NO,2022-03-03,Transit stations,-29.0
NO,2022-03-04,Transit stations,-27.0
NO,2022-03-05,Transit stations,-21.0
NO,2022-03-06,Transit stations,-18.0
NO,2022-03-07,Transit stations,-27.0
NO,2022-03-08,Transit stations,-26.0
NO,2022-03-09,Transit stations,-27.0
NO,2022-03-10,Transit stations,-28.0
NO,2020-02-15,Workplace,-1.0
NO,2020-02-16,Workplace,-3.0
NO,2020-02-17,Workplace,-12.0
NO,2020-02-18,Workplace,-11.0
NO,2020-02-19,Workplace,-12.0
NO,2020-02-20,Workplace,-14.0
NO,2020-02-21,Workplace,-15.0
NO,2020-02-22,Workplace,-4.0
NO,2020-02-23,Workplace,-2.0
NO,2020-02-24,Workplace,-5.0
NO,2020-02-25,Workplace,-4.0
NO,2020-02-26,Workplace,-4.0
NO,2020-02-27,Workplace,-5.0
NO,2020-02-28,Workplace,-5.0
NO,2020-02-29,Workplace,-2.0
NO,2020-03-01,Workplace,-1.0
NO,2020-03-02,Workplace,-2.0
NO,2020-03-03,Workplace,-1.0
NO,2020-03-04,Workplace,-2.0
NO,2020-03-05,Workplace,-2.0
NO,2020-03-06,Workplace,-2.0
NO,2020-03-07,Workplace,-2.0
NO,2020-03-08,Workplace,-2.0
NO,2020-03-09,Workplace,-2.0
NO,2020-03-10,Workplace,-1.0
NO,2020-03-11,Workplace,-3.0
NO,2020-03-12,Workplace,-11.0
NO,2020-03-13,Workplace,-36.0
NO,2020-03-14,Workplace,-23.0
NO,2020-03-15,Workplace,-27.0
NO,2020-03-16,Workplace,-48.0
NO,2020-03-17,Workplace,-51.0
NO,2020-03-18,Workplace,-52.0
NO,2020-03-19,Workplace,-52.0
NO,2020-03-20,Workplace,-52.0
NO,2020-03-21,Workplace,-33.0
NO,2020-03-22,Workplace,-34.0
NO,2020-03-23,Workplace,-52.0
NO,2020-03-24,Workplace,-53.0
NO,2020-03-25,Workplace,-52.0
NO,2020-03-26,Workplace,-52.0
NO,2020-03-27,Workplace,-50.0
NO,2020-03-28,Workplace,-33.0
NO,2020-03-29,Workplace,-34.0
NO,2020-03-30,Workplace,-51.0
NO,2020-03-31,Workplace,-51.0
NO,2020-04-01,Workplace,-50.0
NO,2020-04-02,Workplace,-50.0
NO,2020-04-03,Workplace,-49.0
NO,2020-04-04,Workplace,-31.0
NO,2020-04-05,Workplace,-32.0
NO,2020-04-06,Workplace,-58.0
NO,2020-04-07,Workplace,-59.0
NO,2020-04-08,Workplace,-64.0
NO,2020-04-09,Workplace,-85.0
NO,2020-04-10,Workplace,-85.0
NO,2020-04-11,Workplace,-36.0
NO,2020-04-12,Workplace,-34.0
NO,2020-04-13,Workplace,-86.0
NO,2020-04-14,Workplace,-47.0
NO,2020-04-15,Workplace,-47.0
NO,2020-04-16,Workplace,-46.0
NO,2020-04-17,Workplace,-44.0
NO,2020-04-18,Workplace,-21.0
NO,2020-04-19,Workplace,-20.0
NO,2020-04-20,Workplace,-43.0
NO,2020-04-21,Workplace,-42.0
NO,2020-04-22,Workplace,-42.0
NO,2020-04-23,Workplace,-41.0
NO,2020-04-24,Workplace,-41.0
NO,2020-04-25,Workplace,-19.0
NO,2020-04-26,Workplace,-19.0
NO,2020-04-27,Workplace,-38.0
NO,2020-04-28,Workplace,-37.0
NO,2020-04-29,Workplace,-37.0
NO,2020-04-30,Workplace,-38.0
NO,2020-05-01,Workplace,-82.0
NO,2020-05-02,Workplace,-16.0
NO,2020-05-03,Workplace,-17.0
NO,2020-05-04,Workplace,-36.0
NO,2020-05-05,Workplace,-35.0
NO,2020-05-06,Workplace,-34.0
NO,2020-05-07,Workplace,-34.0
NO,2020-05-08,Workplace,-32.0
NO,2020-05-09,Workplace,-11.0
NO,2020-05-10,Workplace,-15.0
NO,2020-05-11,Workplace,-32.0
NO,2020-05-12,Workplace,-29.0
NO,2020-05-13,Workplace,-27.0
NO,2020-05-14,Workplace,-27.0
NO,2020-05-15,Workplace,-26.0
NO,2020-05-16,Workplace,-10.0
NO,2020-05-17,Workplace,-6.0
NO,2020-05-18,Workplace,-27.0
NO,2020-05-19,Workplace,-25.0
NO,2020-05-20,Workplace,-25.0
NO,2020-05-21,Workplace,-81.0
NO,2020-05-22,Workplace,-49.0
NO,2020-05-23,Workplace,-9.0
NO,2020-05-24,Workplace,-8.0
NO,2020-05-25,Workplace,-26.0
NO,2020-05-26,Workplace,-23.0
NO,2020-05-27,Workplace,-23.0
NO,2020-05-28,Workplace,-23.0
NO,2020-05-29,Workplace,-23.0
NO,2020-05-30,Workplace,-3.0
NO,2020-05-31,Workplace,-3.0
NO,2020-06-01,Workplace,-80.0
NO,2020-06-02,Workplace,-22.0
NO,2020-06-03,Workplace,-21.0
NO,2020-06-04,Workplace,-22.0
NO,2020-06-05,Workplace,-21.0
NO,2020-06-06,Workplace,-2.0
NO,2020-06-07,Workplace,-4.0
NO,2020-06-08,Workplace,-22.0
NO,2020-06-09,Workplace,-21.0
NO,2020-06-10,Workplace,-21.0
NO,2020-06-11,Workplace,-22.0
NO,2020-06-12,Workplace,-22.0
NO,2020-06-13,Workplace,0.0
NO,2020-06-14,Workplace,1.0
NO,2020-06-15,Workplace,-23.0
NO,2020-06-16,Workplace,-23.0
NO,2020-06-17,Workplace,-23.0
NO,2020-06-18,Workplace,-23.0
NO,2020-06-19,Workplace,-24.0
NO,2020-06-20,Workplace,-2.0
NO,2020-06-21,Workplace,-3.0
NO,2020-06-22,Workplace,-34.0
NO,2020-06-23,Workplace,-33.0
NO,2020-06-24,Workplace,-32.0
NO,2020-06-25,Workplace,-33.0
NO,2020-06-26,Workplace,-34.0
NO,2020-06-27,Workplace,-7.0
NO,2020-06-28,Workplace,-4.0
NO,2020-06-29,Workplace,-38.0
NO,2020-06-30,Workplace,-37.0
NO,2020-07-01,Workplace,-38.0
NO,2020-07-02,Workplace,-39.0
NO,2020-07-03,Workplace,-38.0
NO,2020-07-04,Workplace,-6.0
NO,2020-07-05,Workplace,-10.0
NO,2020-07-06,Workplace,-50.0
NO,2020-07-07,Workplace,-50.0
NO,2020-07-08,Workplace,-49.0
NO,2020-07-09,Workplace,-50.0
NO,2020-07-10,Workplace,-49.0
NO,2020-07-11,Workplace,-8.0
NO,2020-07-12,Workplace,-6.0
NO,2020-07-13,Workplace,-58.0
NO,2020-07-14,Workplace,-59.0
NO,2020-07-15,Workplace,-57.0
NO,2020-07-16,Workplace,-58.0
NO,2020-07-17,Workplace,-57.0
NO,2020-07-18,Workplace,-11.0
NO,2020-07-19,Workplace,-8.0
NO,2020-07-20,Workplace,-61.0
NO,2020-07-21,Workplace,-61.0
NO,2020-07-22,Workplace,-59.0
NO,2020-07-23,Workplace,-59.0
NO,2020-07-24,Workplace,-58.0
NO,2020-07-25,Workplace,-11.0
NO,2020-07-26,Workplace,-11.0
NO,2020-07-27,Workplace,-57.0
NO,2020-07-28,Workplace,-57.0
NO,2020-07-29,Workplace,-57.0
NO,2020-07-30,Workplace,-57.0
NO,2020-07-31,Workplace,-56.0
NO,2020-08-01,Workplace,-11.0
NO,2020-08-02,Workplace,-8.0
NO,2020-08-03,Workplace,-46.0
NO,2020-08-04,Workplace,-46.0
NO,2020-08-05,Workplace,-46.0
NO,2020-08-06,Workplace,-45.0
NO,2020-08-07,Workplace,-45.0
NO,2020-08-08,Workplace,-10.0
NO,2020-08-09,Workplace,-4.0
NO,2020-08-10,Workplace,-39.0
NO,2020-08-11,Workplace,-38.0
NO,2020-08-12,Workplace,-36.0
NO,2020-08-13,Workplace,-37.0
NO,2020-08-14,Workplace,-37.0
NO,2020-08-15,Workplace,-8.0
NO,2020-08-16,Workplace,-3.0
NO,2020-08-17,Workplace,-31.0
NO,2020-08-18,Workplace,-28.0
NO,2020-08-19,Workplace,-28.0
NO,2020-08-20,Workplace,-29.0
NO,2020-08-21,Workplace,-28.0
NO,2020-08-22,Workplace,-7.0
NO,2020-08-23,Workplace,-3.0
NO,2020-08-24,Workplace,-27.0
NO,2020-08-25,Workplace,-27.0
NO,2020-08-26,Workplace,-25.0
NO,2020-08-27,Workplace,-25.0
NO,2020-08-28,Workplace,-25.0
NO,2020-08-29,Workplace,-5.0
NO,2020-08-30,Workplace,-1.0
NO,2020-08-31,Workplace,-25.0
NO,2020-09-01,Workplace,-25.0
NO,2020-09-02,Workplace,-24.0
NO,2020-09-03,Workplace,-25.0
NO,2020-09-04,Workplace,-24.0
NO,2020-09-05,Workplace,-8.0
NO,2020-09-06,Workplace,-5.0
NO,2020-09-07,Workplace,-25.0
NO,2020-09-08,Workplace,-24.0
NO,2020-09-09,Workplace,-23.0
NO,2020-09-10,Workplace,-23.0
NO,2020-09-11,Workplace,-23.0
NO,2020-09-12,Workplace,-6.0
NO,2020-09-13,Workplace,-5.0
NO,2020-09-14,Workplace,-20.0
NO,2020-09-15,Workplace,-20.0
NO,2020-09-16,Workplace,-20.0
NO,2020-09-17,Workplace,-21.0
NO,2020-09-18,Workplace,-20.0
NO,2020-09-19,Workplace,-5.0
NO,2020-09-20,Workplace,-4.0
NO,2020-09-21,Workplace,-22.0
NO,2020-09-22,Workplace,-21.0
NO,2020-09-23,Workplace,-20.0
NO,2020-09-24,Workplace,-20.0
NO,2020-09-25,Workplace,-19.0
NO,2020-09-26,Workplace,-7.0
NO,2020-09-27,Workplace,-4.0
NO,2020-09-28,Workplace,-26.0
NO,2020-09-29,Workplace,-26.0
NO,2020-09-30,Workplace,-26.0
NO,2020-10-01,Workplace,-25.0
NO,2020-10-02,Workplace,-25.0
NO,2020-10-03,Workplace,-8.0
NO,2020-10-04,Workplace,-9.0
NO,2020-10-05,Workplace,-28.0
NO,2020-10-06,Workplace,-28.0
NO,2020-10-07,Workplace,-27.0
NO,2020-10-08,Workplace,-29.0
NO,2020-10-09,Workplace,-30.0
NO,2020-10-10,Workplace,-6.0
NO,2020-10-11,Workplace,-4.0
NO,2020-10-12,Workplace,-18.0
NO,2020-10-13,Workplace,-18.0
NO,2020-10-14,Workplace,-16.0
NO,2020-10-15,Workplace,-17.0
NO,2020-10-16,Workplace,-17.0
NO,2020-10-17,Workplace,-5.0
NO,2020-10-18,Workplace,-4.0
NO,2020-10-19,Workplace,-17.0
NO,2020-10-20,Workplace,-18.0
NO,2020-10-21,Workplace,-15.0
NO,2020-10-22,Workplace,-15.0
NO,2020-10-23,Workplace,-15.0
NO,2020-10-24,Workplace,-5.0
NO,2020-10-25,Workplace,-7.0
NO,2020-10-26,Workplace,-16.0
NO,2020-10-27,Workplace,-17.0
NO,2020-10-28,Workplace,-16.0
NO,2020-10-29,Workplace,-18.0
NO,2020-10-30,Workplace,-18.0
NO,2020-10-31,Workplace,-5.0
NO,2020-11-01,Workplace,-7.0
NO,2020-11-02,Workplace,-20.0
NO,2020-11-03,Workplace,-20.0
NO,2020-11-04,Workplace,-19.0
NO,2020-11-05,Workplace,-20.0
NO,2020-11-06,Workplace,-22.0
NO,2020-11-07,Workplace,-9.0
NO,2020-11-08,Workplace,-10.0
NO,2020-11-09,Workplace,-24.0
NO,2020-11-10,Workplace,-25.0
NO,2020-11-11,Workplace,-24.0
NO,2020-11-12,Workplace,-24.0
NO,2020-11-13,Workplace,-25.0
NO,2020-11-14,Workplace,-11.0
NO,2020-11-15,Workplace,-15.0
NO,2020-11-16,Workplace,-25.0
NO,2020-11-17,Workplace,-25.0
NO,2020-11-18,Workplace,-23.0
NO,2020-11-19,Workplace,-24.0
NO,2020-11-20,Workplace,-24.0
NO,2020-11-21,Workplace,-11.0
NO,2020-11-22,Workplace,-14.0
NO,2020-11-23,Workplace,-24.0
NO,2020-11-24,Workplace,-23.0
NO,2020-11-25,Workplace,-22.0
NO,2020-11-26,Workplace,-22.0
NO,2020-11-27,Workplace,-22.0
NO,2020-11-28,Workplace,-8.0
NO,2020-11-29,Workplace,-12.0
NO,2020-11-30,Workplace,-23.0
NO,2020-12-01,Workplace,-22.0
NO,2020-12-02,Workplace,-21.0
NO,2020-12-03,Workplace,-22.0
NO,2020-12-04,Workplace,-21.0
NO,2020-12-05,Workplace,-7.0
NO,2020-12-06,Workplace,-8.0
NO,2020-12-07,Workplace,-23.0
NO,2020-12-08,Workplace,-21.0
NO,2020-12-09,Workplace,-21.0
NO,2020-12-10,Workplace,-21.0
NO,2020-12-11,Workplace,-21.0
NO,2020-12-12,Workplace,-7.0
NO,2020-12-13,Workplace,-3.0
NO,2020-12-14,Workplace,-24.0
NO,2020-12-15,Workplace,-24.0
NO,2020-12-16,Workplace,-23.0
NO,2020-12-17,Workplace,-23.0
NO,2020-12-18,Workplace,-23.0
NO,2020-12-19,Workplace,-12.0
NO,2020-12-20,Workplace,-5.0
NO,2020-12-21,Workplace,-39.0
NO,2020-12-22,Workplace,-43.0
NO,2020-12-23,Workplace,-56.0
NO,2020-12-24,Workplace,-82.0
NO,2020-12-25,Workplace,-87.0
NO,2020-12-26,Workplace,-44.0
NO,2020-12-27,Workplace,-21.0
NO,2020-12-28,Workplace,-64.0
NO,2020-12-29,Workplace,-64.0
NO,2020-12-30,Workplace,-64.0
NO,2020-12-31,Workplace,-77.0
NO,2021-01-01,Workplace,-85.0
NO,2021-01-02,Workplace,-18.0
NO,2021-01-03,Workplace,-9.0
NO,2021-01-04,Workplace,-34.0
NO,2021-01-05,Workplace,-31.0
NO,2021-01-06,Workplace,-31.0
NO,2021-01-07,Workplace,-30.0
NO,2021-01-08,Workplace,-28.0
NO,2021-01-09,Workplace,-19.0
NO,2021-01-10,Workplace,-18.0
NO,2021-01-11,Workplace,-30.0
NO,2021-01-12,Workplace,-31.0
NO,2021-01-13,Workplace,-30.0
NO,2021-01-14,Workplace,-30.0
NO,2021-01-15,Workplace,-29.0
NO,2021-01-16,Workplace,-19.0
NO,2021-01-17,Workplace,-20.0
NO,2021-01-18,Workplace,-30.0
NO,2021-01-19,Workplace,-29.0
NO,2021-01-20,Workplace,-27.0
NO,2021-01-21,Workplace,-27.0
NO,2021-01-22,Workplace,-25.0
NO,2021-01-23,Workplace,-15.0
NO,2021-01-24,Workplace,-17.0
NO,2021-01-25,Workplace,-30.0
NO,2021-01-26,Workplace,-30.0
NO,2021-01-27,Workplace,-28.0
NO,2021-01-28,Workplace,-28.0
NO,2021-01-29,Workplace,-28.0
NO,2021-01-30,Workplace,-16.0
NO,2021-01-31,Workplace,-16.0
NO,2021-02-01,Workplace,-28.0
NO,2021-02-02,Workplace,-28.0
NO,2021-02-03,Workplace,-26.0
NO,2021-02-04,Workplace,-26.0
NO,2021-02-05,Workplace,-24.0
NO,2021-02-06,Workplace,-13.0
NO,2021-02-07,Workplace,-15.0
NO,2021-02-08,Workplace,-27.0
NO,2021-02-09,Workplace,-26.0
NO,2021-02-10,Workplace,-25.0
NO,2021-02-11,Workplace,-25.0
NO,2021-02-12,Workplace,-24.0
NO,2021-02-13,Workplace,-13.0
NO,2021-02-14,Workplace,-8.0
NO,2021-02-15,Workplace,-26.0
NO,2021-02-16,Workplace,-25.0
NO,2021-02-17,Workplace,-24.0
NO,2021-02-18,Workplace,-23.0
NO,2021-02-19,Workplace,-22.0
NO,2021-02-20,Workplace,-12.0
NO,2021-02-21,Workplace,-13.0
NO,2021-02-22,Workplace,-32.0
NO,2021-02-23,Workplace,-31.0
NO,2021-02-24,Workplace,-31.0
NO,2021-02-25,Workplace,-32.0
NO,2021-02-26,Workplace,-32.0
NO,2021-02-27,Workplace,-11.0
NO,2021-02-28,Workplace,-8.0
NO,2021-03-01,Workplace,-28.0
NO,2021-03-02,Workplace,-29.0
NO,2021-03-03,Workplace,-28.0
NO,2021-03-04,Workplace,-29.0
NO,2021-03-05,Workplace,-30.0
NO,2021-03-06,Workplace,-14.0
NO,2021-03-07,Workplace,-11.0
NO,2021-03-08,Workplace,-25.0
NO,2021-03-09,Workplace,-25.0
NO,2021-03-10,Workplace,-25.0
NO,2021-03-11,Workplace,-27.0
NO,2021-03-12,Workplace,-24.0
NO,2021-03-13,Workplace,-11.0
NO,2021-03-14,Workplace,-9.0
NO,2021-03-15,Workplace,-25.0
NO,2021-03-16,Workplace,-26.0
NO,2021-03-17,Workplace,-26.0
NO,2021-03-18,Workplace,-26.0
NO,2021-03-19,Workplace,-26.0
NO,2021-03-20,Workplace,-12.0
NO,2021-03-21,Workplace,-11.0
NO,2021-03-22,Workplace,-28.0
NO,2021-03-23,Workplace,-28.0
NO,2021-03-24,Workplace,-27.0
NO,2021-03-25,Workplace,-29.0
NO,2021-03-26,Workplace,-28.0
NO,2021-03-27,Workplace,-11.0
NO,2021-03-28,Workplace,-11.0
NO,2021-03-29,Workplace,-52.0
NO,2021-03-30,Workplace,-54.0
NO,2021-03-31,Workplace,-60.0
NO,2021-04-01,Workplace,-82.0
NO,2021-04-02,Workplace,-82.0
NO,2021-04-03,Workplace,-21.0
NO,2021-04-04,Workplace,-18.0
NO,2021-04-05,Workplace,-83.0
NO,2021-04-06,Workplace,-31.0
NO,2021-04-07,Workplace,-29.0
NO,2021-04-08,Workplace,-28.0
NO,2021-04-09,Workplace,-26.0
NO,2021-04-10,Workplace,-11.0
NO,2021-04-11,Workplace,-9.0
NO,2021-04-12,Workplace,-28.0
NO,2021-04-13,Workplace,-27.0
NO,2021-04-14,Workplace,-27.0
NO,2021-04-15,Workplace,-26.0
NO,2021-04-16,Workplace,-24.0
NO,2021-04-17,Workplace,-8.0
NO,2021-04-18,Workplace,-4.0
NO,2021-04-19,Workplace,-25.0
NO,2021-04-20,Workplace,-25.0
NO,2021-04-21,Workplace,-24.0
NO,2021-04-22,Workplace,-23.0
NO,2021-04-23,Workplace,-22.0
NO,2021-04-24,Workplace,-7.0
NO,2021-04-25,Workplace,-5.0
NO,2021-04-26,Workplace,-24.0
NO,2021-04-27,Workplace,-23.0
NO,2021-04-28,Workplace,-23.0
NO,2021-04-29,Workplace,-22.0
NO,2021-04-30,Workplace,-21.0
NO,2021-05-01,Workplace,-28.0
NO,2021-05-02,Workplace,-3.0
NO,2021-05-03,Workplace,-24.0
NO,2021-05-04,Workplace,-23.0
NO,2021-05-05,Workplace,-23.0
NO,2021-05-06,Workplace,-22.0
NO,2021-05-07,Workplace,-20.0
NO,2021-05-08,Workplace,-4.0
NO,2021-05-09,Workplace,-7.0
NO,2021-05-10,Workplace,-23.0
NO,2021-05-11,Workplace,-22.0
NO,2021-05-12,Workplace,-22.0
NO,2021-05-13,Workplace,-79.0
NO,2021-05-14,Workplace,-51.0
NO,2021-05-15,Workplace,-7.0
NO,2021-05-16,Workplace,-3.0
NO,2021-05-17,Workplace,-82.0
NO,2021-05-18,Workplace,-23.0
NO,2021-05-19,Workplace,-21.0
NO,2021-05-20,Workplace,-20.0
NO,2021-05-21,Workplace,-19.0
NO,2021-05-22,Workplace,-4.0
NO,2021-05-23,Workplace,-5.0
NO,2021-05-24,Workplace,-80.0
NO,2021-05-25,Workplace,-20.0
NO,2021-05-26,Workplace,-21.0
NO,2021-05-27,Workplace,-20.0
NO,2021-05-28,Workplace,-18.0
NO,2021-05-29,Workplace,1.0
NO,2021-05-30,Workplace,3.0
NO,2021-05-31,Workplace,-21.0
NO,2021-06-01,Workplace,-21.0
NO,2021-06-02,Workplace,-23.0
NO,2021-06-03,Workplace,-22.0
NO,2021-06-04,Workplace,-21.0
NO,2021-06-05,Workplace,-1.0
NO,2021-06-06,Workplace,2.0
NO,2021-06-07,Workplace,-21.0
NO,2021-06-08,Workplace,-20.0
NO,2021-06-09,Workplace,-21.0
NO,2021-06-10,Workplace,-20.0
NO,2021-06-11,Workplace,-19.0
NO,2021-06-12,Workplace,0.0
NO,2021-06-13,Workplace,1.0
NO,2021-06-14,Workplace,-22.0
NO,2021-06-15,Workplace,-21.0
NO,2021-06-16,Workplace,-22.0
NO,2021-06-17,Workplace,-21.0
NO,2021-06-18,Workplace,-21.0
NO,2021-06-19,Workplace,-3.0
NO,2021-06-20,Workplace,-2.0
NO,2021-06-21,Workplace,-31.0
NO,2021-06-22,Workplace,-31.0
NO,2021-06-23,Workplace,-32.0
NO,2021-06-24,Workplace,-32.0
NO,2021-06-25,Workplace,-32.0
NO,2021-06-26,Workplace,-6.0
NO,2021-06-27,Workplace,-3.0
NO,2021-06-28,Workplace,-37.0
NO,2021-06-29,Workplace,-37.0
NO,2021-06-30,Workplace,-37.0
NO,2021-07-01,Workplace,-37.0
NO,2021-07-02,Workplace,-37.0
NO,2021-07-03,Workplace,-8.0
NO,2021-07-04,Workplace,-5.0
NO,2021-07-05,Workplace,-45.0
NO,2021-07-06,Workplace,-44.0
NO,2021-07-07,Workplace,-45.0
NO,2021-07-08,Workplace,-45.0
NO,2021-07-09,Workplace,-43.0
NO,2021-07-10,Workplace,-10.0
NO,2021-07-11,Workplace,-4.0
NO,2021-07-12,Workplace,-56.0
NO,2021-07-13,Workplace,-56.0
NO,2021-07-14,Workplace,-55.0
NO,2021-07-15,Workplace,-55.0
NO,2021-07-16,Workplace,-54.0
NO,2021-07-17,Workplace,-9.0
NO,2021-07-18,Workplace,-3.0
NO,2021-07-19,Workplace,-60.0
NO,2021-07-20,Workplace,-61.0
NO,2021-07-21,Workplace,-60.0
NO,2021-07-22,Workplace,-60.0
NO,2021-07-23,Workplace,-58.0
NO,2021-07-24,Workplace,-7.0
NO,2021-07-25,Workplace,0.0
NO,2021-07-26,Workplace,-60.0
NO,2021-07-27,Workplace,-61.0
NO,2021-07-28,Workplace,-60.0
NO,2021-07-29,Workplace,-59.0
NO,2021-07-30,Workplace,-57.0
NO,2021-07-31,Workplace,-6.0
NO,2021-08-01,Workplace,-1.0
NO,2021-08-02,Workplace,-49.0
NO,2021-08-03,Workplace,-50.0
NO,2021-08-04,Workplace,-49.0
NO,2021-08-05,Workplace,-48.0
NO,2021-08-06,Workplace,-47.0
NO,2021-08-07,Workplace,-6.0
NO,2021-08-08,Workplace,1.0
NO,2021-08-09,Workplace,-38.0
NO,2021-08-10,Workplace,-37.0
NO,2021-08-11,Workplace,-36.0
NO,2021-08-12,Workplace,-35.0
NO,2021-08-13,Workplace,-34.0
NO,2021-08-14,Workplace,-1.0
NO,2021-08-15,Workplace,5.0
NO,2021-08-16,Workplace,-30.0
NO,2021-08-17,Workplace,-29.0
NO,2021-08-18,Workplace,-26.0
NO,2021-08-19,Workplace,-25.0
NO,2021-08-20,Workplace,-24.0
NO,2021-08-21,Workplace,3.0
NO,2021-08-22,Workplace,7.0
NO,2021-08-23,Workplace,-24.0
NO,2021-08-24,Workplace,-24.0
NO,2021-08-25,Workplace,-24.0
NO,2021-08-26,Workplace,-24.0
NO,2021-08-27,Workplace,-22.0
NO,2021-08-28,Workplace,3.0
NO,2021-08-29,Workplace,8.0
NO,2021-08-30,Workplace,-23.0
NO,2021-08-31,Workplace,-22.0
NO,2021-09-01,Workplace,-23.0
NO,2021-09-02,Workplace,-22.0
NO,2021-09-03,Workplace,-20.0
NO,2021-09-04,Workplace,3.0
NO,2021-09-05,Workplace,7.0
NO,2021-09-06,Workplace,-20.0
NO,2021-09-07,Workplace,-19.0
NO,2021-09-08,Workplace,-19.0
NO,2021-09-09,Workplace,-18.0
NO,2021-09-10,Workplace,-17.0
NO,2021-09-11,Workplace,1.0
NO,2021-09-12,Workplace,5.0
NO,2021-09-13,Workplace,-19.0
NO,2021-09-14,Workplace,-18.0
NO,2021-09-15,Workplace,-18.0
NO,2021-09-16,Workplace,-20.0
NO,2021-09-17,Workplace,-19.0
NO,2021-09-18,Workplace,-1.0
NO,2021-09-19,Workplace,1.0
NO,2021-09-20,Workplace,-19.0
NO,2021-09-21,Workplace,-18.0
NO,2021-09-22,Workplace,-16.0
NO,2021-09-23,Workplace,-16.0
NO,2021-09-24,Workplace,-16.0
NO,2021-09-25,Workplace,1.0
NO,2021-09-26,Workplace,1.0
NO,2021-09-27,Workplace,-17.0
NO,2021-09-28,Workplace,-17.0
NO,2021-09-29,Workplace,-18.0
NO,2021-09-30,Workplace,-17.0
NO,2021-10-01,Workplace,-18.0
NO,2021-10-02,Workplace,-2.0
NO,2021-10-03,Workplace,-6.0
NO,2021-10-04,Workplace,-23.0
NO,2021-10-05,Workplace,-23.0
NO,2021-10-06,Workplace,-23.0
NO,2021-10-07,Workplace,-24.0
NO,2021-10-08,Workplace,-25.0
NO,2021-10-09,Workplace,-4.0
NO,2021-10-10,Workplace,-6.0
NO,2021-10-11,Workplace,-24.0
NO,2021-10-12,Workplace,-23.0
NO,2021-10-13,Workplace,-23.0
NO,2021-10-14,Workplace,-24.0
NO,2021-10-15,Workplace,-26.0
NO,2021-10-16,Workplace,-4.0
NO,2021-10-17,Workplace,-4.0
NO,2021-10-18,Workplace,-17.0
NO,2021-10-19,Workplace,-17.0
NO,2021-10-20,Workplace,-17.0
NO,2021-10-21,Workplace,-16.0
NO,2021-10-22,Workplace,-17.0
NO,2021-10-23,Workplace,-2.0
NO,2021-10-24,Workplace,-5.0
NO,2021-10-25,Workplace,-16.0
NO,2021-10-26,Workplace,-15.0
NO,2021-10-27,Workplace,-16.0
NO,2021-10-28,Workplace,-15.0
NO,2021-10-29,Workplace,-15.0
NO,2021-10-30,Workplace,-3.0
NO,2021-10-31,Workplace,-2.0
NO,2021-11-01,Workplace,-16.0
NO,2021-11-02,Workplace,-15.0
NO,2021-11-03,Workplace,-16.0
NO,2021-11-04,Workplace,-16.0
NO,2021-11-05,Workplace,-17.0
NO,2021-11-06,Workplace,-4.0
NO,2021-11-07,Workplace,-7.0
NO,2021-11-08,Workplace,-16.0
NO,2021-11-09,Workplace,-16.0
NO,2021-11-10,Workplace,-16.0
NO,2021-11-11,Workplace,-16.0
NO,2021-11-12,Workplace,-17.0
NO,2021-11-13,Workplace,-4.0
NO,2021-11-14,Workplace,-6.0
NO,2021-11-15,Workplace,-17.0
NO,2021-11-16,Workplace,-16.0
NO,2021-11-17,Workplace,-17.0
NO,2021-11-18,Workplace,-16.0
NO,2021-11-19,Workplace,-17.0
NO,2021-11-20,Workplace,-2.0
NO,2021-11-21,Workplace,-6.0
NO,2021-11-22,Workplace,-17.0
NO,2021-11-23,Workplace,-16.0
NO,2021-11-24,Workplace,-17.0
NO,2021-11-25,Workplace,-16.0
NO,2021-11-26,Workplace,-17.0
NO,2021-11-27,Workplace,0.0
NO,2021-11-28,Workplace,-6.0
NO,2021-11-29,Workplace,-18.0
NO,2021-11-30,Workplace,-18.0
NO,2021-12-01,Workplace,-18.0
NO,2021-12-02,Workplace,-18.0
NO,2021-12-03,Workplace,-19.0
NO,2021-12-04,Workplace,-5.0
NO,2021-12-05,Workplace,-4.0
NO,2021-12-06,Workplace,-21.0
NO,2021-12-07,Workplace,-21.0
NO,2021-12-08,Workplace,-21.0
NO,2021-12-09,Workplace,-21.0
NO,2021-12-10,Workplace,-22.0
NO,2021-12-11,Workplace,-3.0
NO,2021-12-12,Workplace,1.0
NO,2021-12-13,Workplace,-23.0
NO,2021-12-14,Workplace,-25.0
NO,2021-12-15,Workplace,-29.0
NO,2021-12-16,Workplace,-30.0
NO,2021-12-17,Workplace,-31.0
NO,2021-12-18,Workplace,-13.0
NO,2021-12-19,Workplace,-6.0
NO,2021-12-20,Workplace,-37.0
NO,2021-12-21,Workplace,-39.0
NO,2021-12-22,Workplace,-45.0
NO,2021-12-23,Workplace,-58.0
NO,2021-12-24,Workplace,-84.0
NO,2021-12-25,Workplace,-58.0
NO,2021-12-26,Workplace,-31.0
