geo_type,region,transportation_type,alternative_name,sub-region,country,date,val
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-12,92.73
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-12,90.54
sub-region,Nordland,driving,NA,NA,Norway,2020-12-12,68.79
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-12,99.14
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-12,139.64
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-12,76.33
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-12,65.91
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-12,87.43
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-12,95.46
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-12,87.4
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-12,96.86
sub-region,Vestland,driving,NA,NA,Norway,2020-12-12,82.46
sub-region,Vestland,walking,NA,NA,Norway,2020-12-12,83.73
sub-region,Vestland,transit,NA,NA,Norway,2020-12-12,52.18
sub-region,Viken,driving,NA,NA,Norway,2020-12-12,87.69
sub-region,Viken,walking,NA,NA,Norway,2020-12-12,108.91
sub-region,Viken,transit,NA,NA,Norway,2020-12-12,62.25
country/region,Norway,driving,Norge,NA,NA,2020-12-13,85.73
country/region,Norway,transit,Norge,NA,NA,2020-12-13,60.41
country/region,Norway,walking,Norge,NA,NA,2020-12-13,64.19
city,Oslo,driving,NA,NA,Norway,2020-12-13,76.19
city,Oslo,transit,NA,NA,Norway,2020-12-13,57.01
city,Oslo,walking,NA,NA,Norway,2020-12-13,51.68
sub-region,Agder,driving,NA,NA,Norway,2020-12-13,95.98
sub-region,Agder,walking,NA,NA,Norway,2020-12-13,80.39
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-13,100.43
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-13,70.76
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-13,88.43
sub-region,Nordland,driving,NA,NA,Norway,2020-12-13,72.46
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-13,89.36
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-13,86.62
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-13,65.84
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-13,43.5
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-13,80.31
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-13,66.67
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-13,85.6
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-13,73.1
sub-region,Vestland,driving,NA,NA,Norway,2020-12-13,82.02
sub-region,Vestland,walking,NA,NA,Norway,2020-12-13,63.47
sub-region,Vestland,transit,NA,NA,Norway,2020-12-13,61.72
sub-region,Viken,driving,NA,NA,Norway,2020-12-13,94.26
sub-region,Viken,walking,NA,NA,Norway,2020-12-13,87.24
sub-region,Viken,transit,NA,NA,Norway,2020-12-13,74.08
country/region,Norway,driving,Norge,NA,NA,2020-12-14,101.92
country/region,Norway,transit,Norge,NA,NA,2020-12-14,68.51
country/region,Norway,walking,Norge,NA,NA,2020-12-14,97.74
city,Oslo,driving,NA,NA,Norway,2020-12-14,101.97
city,Oslo,transit,NA,NA,Norway,2020-12-14,67.43
city,Oslo,walking,NA,NA,Norway,2020-12-14,77.78
sub-region,Agder,driving,NA,NA,Norway,2020-12-14,110.15
sub-region,Agder,walking,NA,NA,Norway,2020-12-14,129.01
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-14,97.27
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-14,104.61
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-14,99.44
sub-region,Nordland,driving,NA,NA,Norway,2020-12-14,82.86
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-14,101.65
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-14,123.76
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-14,86.88
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-14,77.47
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-14,98.59
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-14,100
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-14,101.12
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-14,123.16
sub-region,Vestland,driving,NA,NA,Norway,2020-12-14,97.63
sub-region,Vestland,walking,NA,NA,Norway,2020-12-14,97.45
sub-region,Vestland,transit,NA,NA,Norway,2020-12-14,66.64
sub-region,Viken,driving,NA,NA,Norway,2020-12-14,108.6
sub-region,Viken,walking,NA,NA,Norway,2020-12-14,125.12
sub-region,Viken,transit,NA,NA,Norway,2020-12-14,76.1
country/region,Norway,driving,Norge,NA,NA,2020-12-15,104.06
country/region,Norway,transit,Norge,NA,NA,2020-12-15,67.9
country/region,Norway,walking,Norge,NA,NA,2020-12-15,97.53
city,Oslo,driving,NA,NA,Norway,2020-12-15,109.56
city,Oslo,transit,NA,NA,Norway,2020-12-15,67.47
city,Oslo,walking,NA,NA,Norway,2020-12-15,79.83
sub-region,Agder,driving,NA,NA,Norway,2020-12-15,107.32
sub-region,Agder,walking,NA,NA,Norway,2020-12-15,122.37
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-15,96.05
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-15,111.75
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-15,101.7
sub-region,Nordland,driving,NA,NA,Norway,2020-12-15,85.83
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-15,105.17
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-15,133.1
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-15,89.31
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-15,65.97
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-15,96.46
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-15,91.05
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-15,103.74
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-15,124.86
sub-region,Vestland,driving,NA,NA,Norway,2020-12-15,96.05
sub-region,Vestland,walking,NA,NA,Norway,2020-12-15,91.34
sub-region,Vestland,transit,NA,NA,Norway,2020-12-15,71.18
sub-region,Viken,driving,NA,NA,Norway,2020-12-15,109.31
sub-region,Viken,walking,NA,NA,Norway,2020-12-15,129.05
sub-region,Viken,transit,NA,NA,Norway,2020-12-15,78.07
country/region,Norway,driving,Norge,NA,NA,2020-12-16,106.53
country/region,Norway,transit,Norge,NA,NA,2020-12-16,69.07
country/region,Norway,walking,Norge,NA,NA,2020-12-16,101.86
city,Oslo,driving,NA,NA,Norway,2020-12-16,110.59
city,Oslo,transit,NA,NA,Norway,2020-12-16,69.07
city,Oslo,walking,NA,NA,Norway,2020-12-16,82.12
sub-region,Agder,driving,NA,NA,Norway,2020-12-16,106.78
sub-region,Agder,walking,NA,NA,Norway,2020-12-16,115.14
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-16,105.02
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-16,108.74
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-16,108.66
sub-region,Nordland,driving,NA,NA,Norway,2020-12-16,84.88
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-16,107.4
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-16,134.51
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-16,82.79
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-16,63.27
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-16,95.07
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-16,87.55
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-16,108.7
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-16,133.44
sub-region,Vestland,driving,NA,NA,Norway,2020-12-16,100.59
sub-region,Vestland,walking,NA,NA,Norway,2020-12-16,98.71
sub-region,Vestland,transit,NA,NA,Norway,2020-12-16,62.09
sub-region,Viken,driving,NA,NA,Norway,2020-12-16,113.2
sub-region,Viken,walking,NA,NA,Norway,2020-12-16,146.98
sub-region,Viken,transit,NA,NA,Norway,2020-12-16,84.87
country/region,Norway,driving,Norge,NA,NA,2020-12-17,111.55
country/region,Norway,transit,Norge,NA,NA,2020-12-17,66.73
country/region,Norway,walking,Norge,NA,NA,2020-12-17,102.12
city,Oslo,driving,NA,NA,Norway,2020-12-17,115.82
city,Oslo,transit,NA,NA,Norway,2020-12-17,66.51
city,Oslo,walking,NA,NA,Norway,2020-12-17,81.49
sub-region,Agder,driving,NA,NA,Norway,2020-12-17,115.34
sub-region,Agder,walking,NA,NA,Norway,2020-12-17,118.34
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-17,106.96
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-17,116.6
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-17,109.5
sub-region,Nordland,driving,NA,NA,Norway,2020-12-17,89.39
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-17,112.12
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-17,139.93
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-17,86.23
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-17,67.59
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-17,103.96
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-17,100.69
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-17,113.79
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-17,126.07
sub-region,Vestland,driving,NA,NA,Norway,2020-12-17,104.92
sub-region,Vestland,walking,NA,NA,Norway,2020-12-17,91.67
sub-region,Vestland,transit,NA,NA,Norway,2020-12-17,69.51
sub-region,Viken,driving,NA,NA,Norway,2020-12-17,118.29
sub-region,Viken,walking,NA,NA,Norway,2020-12-17,144.05
sub-region,Viken,transit,NA,NA,Norway,2020-12-17,74.72
country/region,Norway,driving,Norge,NA,NA,2020-12-18,115.82
country/region,Norway,transit,Norge,NA,NA,2020-12-18,67.13
country/region,Norway,walking,Norge,NA,NA,2020-12-18,105.03
city,Oslo,driving,NA,NA,Norway,2020-12-18,114.34
city,Oslo,transit,NA,NA,Norway,2020-12-18,63.16
city,Oslo,walking,NA,NA,Norway,2020-12-18,80.04
sub-region,Agder,driving,NA,NA,Norway,2020-12-18,126.1
sub-region,Agder,walking,NA,NA,Norway,2020-12-18,127.14
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-18,127.16
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-18,118.78
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-18,120.02
sub-region,Nordland,driving,NA,NA,Norway,2020-12-18,99.25
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-18,123.37
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-18,152.11
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-18,85.71
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-18,78.79
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-18,103.93
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-18,96.18
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-18,117.02
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-18,129.43
sub-region,Vestland,driving,NA,NA,Norway,2020-12-18,111.53
sub-region,Vestland,walking,NA,NA,Norway,2020-12-18,103.69
sub-region,Vestland,transit,NA,NA,Norway,2020-12-18,67.28
sub-region,Viken,driving,NA,NA,Norway,2020-12-18,120.1
sub-region,Viken,walking,NA,NA,Norway,2020-12-18,143.6
sub-region,Viken,transit,NA,NA,Norway,2020-12-18,85.31
country/region,Norway,driving,Norge,NA,NA,2020-12-19,90.91
country/region,Norway,transit,Norge,NA,NA,2020-12-19,57.28
country/region,Norway,walking,Norge,NA,NA,2020-12-19,85.84
city,Oslo,driving,NA,NA,Norway,2020-12-19,82.37
city,Oslo,transit,NA,NA,Norway,2020-12-19,56.36
city,Oslo,walking,NA,NA,Norway,2020-12-19,70.32
sub-region,Agder,driving,NA,NA,Norway,2020-12-19,104.27
sub-region,Agder,walking,NA,NA,Norway,2020-12-19,113.72
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-19,107.7
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-19,95.22
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-19,101.27
sub-region,Nordland,driving,NA,NA,Norway,2020-12-19,96.69
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-19,97.22
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-19,117.84
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-19,77.22
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-19,58
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-19,89.34
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-19,82.06
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-19,93.24
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-19,101.32
sub-region,Vestland,driving,NA,NA,Norway,2020-12-19,90.67
sub-region,Vestland,walking,NA,NA,Norway,2020-12-19,83.94
sub-region,Vestland,transit,NA,NA,Norway,2020-12-19,47.54
sub-region,Viken,driving,NA,NA,Norway,2020-12-19,89.8
sub-region,Viken,walking,NA,NA,Norway,2020-12-19,111.13
sub-region,Viken,transit,NA,NA,Norway,2020-12-19,68.36
country/region,Norway,driving,Norge,NA,NA,2020-12-20,83.52
country/region,Norway,transit,Norge,NA,NA,2020-12-20,55.11
country/region,Norway,walking,Norge,NA,NA,2020-12-20,64.43
city,Oslo,driving,NA,NA,Norway,2020-12-20,72.66
city,Oslo,transit,NA,NA,Norway,2020-12-20,50.22
city,Oslo,walking,NA,NA,Norway,2020-12-20,49.09
sub-region,Agder,driving,NA,NA,Norway,2020-12-20,88.98
sub-region,Agder,walking,NA,NA,Norway,2020-12-20,72.26
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-20,103.66
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-20,74.78
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-20,86.26
sub-region,Nordland,driving,NA,NA,Norway,2020-12-20,78.49
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-20,87
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-20,92.33
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-20,68.13
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-20,41.34
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-20,83.19
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-20,63.14
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-20,91.71
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-20,84.6
sub-region,Vestland,driving,NA,NA,Norway,2020-12-20,76.83
sub-region,Vestland,walking,NA,NA,Norway,2020-12-20,57.54
sub-region,Vestland,transit,NA,NA,Norway,2020-12-20,48.1
sub-region,Viken,driving,NA,NA,Norway,2020-12-20,87.58
sub-region,Viken,walking,NA,NA,Norway,2020-12-20,93.66
sub-region,Viken,transit,NA,NA,Norway,2020-12-20,68.65
country/region,Norway,driving,Norge,NA,NA,2020-12-21,110.68
country/region,Norway,transit,Norge,NA,NA,2020-12-21,58.96
country/region,Norway,walking,Norge,NA,NA,2020-12-21,100.51
city,Oslo,driving,NA,NA,Norway,2020-12-21,105.75
city,Oslo,transit,NA,NA,Norway,2020-12-21,55.2
city,Oslo,walking,NA,NA,Norway,2020-12-21,73.62
sub-region,Agder,driving,NA,NA,Norway,2020-12-21,118.39
sub-region,Agder,walking,NA,NA,Norway,2020-12-21,134.68
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-21,119.01
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-21,117.48
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-21,113.03
sub-region,Nordland,driving,NA,NA,Norway,2020-12-21,93.5
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-21,124.05
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-21,151.31
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-21,94.45
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-21,75.79
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-21,103.6
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-21,92.22
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-21,113.18
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-21,144.11
sub-region,Vestland,driving,NA,NA,Norway,2020-12-21,100.08
sub-region,Vestland,walking,NA,NA,Norway,2020-12-21,93.53
sub-region,Vestland,transit,NA,NA,Norway,2020-12-21,49.86
sub-region,Viken,driving,NA,NA,Norway,2020-12-21,115.75
sub-region,Viken,walking,NA,NA,Norway,2020-12-21,140.27
sub-region,Viken,transit,NA,NA,Norway,2020-12-21,71.96
country/region,Norway,driving,Norge,NA,NA,2020-12-22,114.45
country/region,Norway,transit,Norge,NA,NA,2020-12-22,57.15
country/region,Norway,walking,Norge,NA,NA,2020-12-22,95.67
city,Oslo,driving,NA,NA,Norway,2020-12-22,99.53
city,Oslo,transit,NA,NA,Norway,2020-12-22,53.01
city,Oslo,walking,NA,NA,Norway,2020-12-22,63.26
sub-region,Agder,driving,NA,NA,Norway,2020-12-22,125.5
sub-region,Agder,walking,NA,NA,Norway,2020-12-22,137.58
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-22,128.49
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-22,115
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-22,125.16
sub-region,Nordland,driving,NA,NA,Norway,2020-12-22,99.27
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-22,125.03
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-22,147.19
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-22,87.39
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-22,60.04
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-22,111.54
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-22,100.03
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-22,121.91
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-22,135.86
sub-region,Vestland,driving,NA,NA,Norway,2020-12-22,111.03
sub-region,Vestland,walking,NA,NA,Norway,2020-12-22,93.27
sub-region,Vestland,transit,NA,NA,Norway,2020-12-22,58.76
sub-region,Viken,driving,NA,NA,Norway,2020-12-22,121.39
sub-region,Viken,walking,NA,NA,Norway,2020-12-22,139.59
sub-region,Viken,transit,NA,NA,Norway,2020-12-22,68.56
country/region,Norway,driving,Norge,NA,NA,2020-12-23,92.96
country/region,Norway,transit,Norge,NA,NA,2020-12-23,47.48
country/region,Norway,walking,Norge,NA,NA,2020-12-23,75.78
city,Oslo,driving,NA,NA,Norway,2020-12-23,82.41
city,Oslo,transit,NA,NA,Norway,2020-12-23,41.84
city,Oslo,walking,NA,NA,Norway,2020-12-23,48.66
sub-region,Agder,driving,NA,NA,Norway,2020-12-23,106.56
sub-region,Agder,walking,NA,NA,Norway,2020-12-23,106.26
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-23,113.07
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-23,102.95
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-23,99.53
sub-region,Nordland,driving,NA,NA,Norway,2020-12-23,79.26
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-23,99.24
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-23,123.26
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-23,72.36
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-23,60.28
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-23,76.13
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-23,66.11
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-23,102.93
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-23,108.03
sub-region,Vestland,driving,NA,NA,Norway,2020-12-23,85.74
sub-region,Vestland,walking,NA,NA,Norway,2020-12-23,66.51
sub-region,Vestland,transit,NA,NA,Norway,2020-12-23,39.39
sub-region,Viken,driving,NA,NA,Norway,2020-12-23,99.54
sub-region,Viken,walking,NA,NA,Norway,2020-12-23,118.31
sub-region,Viken,transit,NA,NA,Norway,2020-12-23,63.87
country/region,Norway,driving,Norge,NA,NA,2020-12-24,41.6
country/region,Norway,transit,Norge,NA,NA,2020-12-24,29.12
country/region,Norway,walking,Norge,NA,NA,2020-12-24,33
city,Oslo,driving,NA,NA,Norway,2020-12-24,34.02
city,Oslo,transit,NA,NA,Norway,2020-12-24,26.2
city,Oslo,walking,NA,NA,Norway,2020-12-24,20.66
sub-region,Agder,driving,NA,NA,Norway,2020-12-24,48.69
sub-region,Agder,walking,NA,NA,Norway,2020-12-24,46.83
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-24,52.88
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-24,47.9
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-24,43.88
sub-region,Nordland,driving,NA,NA,Norway,2020-12-24,38.6
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-24,44.61
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-24,53.77
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-24,37.84
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-24,25.82
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-24,36.57
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-24,26.21
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-24,46.1
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-24,52.04
sub-region,Vestland,driving,NA,NA,Norway,2020-12-24,37.59
sub-region,Vestland,walking,NA,NA,Norway,2020-12-24,28.25
sub-region,Vestland,transit,NA,NA,Norway,2020-12-24,25.76
sub-region,Viken,driving,NA,NA,Norway,2020-12-24,44.84
sub-region,Viken,walking,NA,NA,Norway,2020-12-24,53.58
sub-region,Viken,transit,NA,NA,Norway,2020-12-24,41.15
country/region,Norway,driving,Norge,NA,NA,2020-12-25,55.08
country/region,Norway,transit,Norge,NA,NA,2020-12-25,37.49
country/region,Norway,walking,Norge,NA,NA,2020-12-25,36.81
city,Oslo,driving,NA,NA,Norway,2020-12-25,36.34
city,Oslo,transit,NA,NA,Norway,2020-12-25,28.89
city,Oslo,walking,NA,NA,Norway,2020-12-25,22.89
sub-region,Agder,driving,NA,NA,Norway,2020-12-25,76.84
sub-region,Agder,walking,NA,NA,Norway,2020-12-25,54.51
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-25,90.19
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-25,68.93
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-25,61.36
sub-region,Nordland,driving,NA,NA,Norway,2020-12-25,54.33
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-25,53.5
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-25,54.06
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-25,46.06
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-25,22.53
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-25,42.1
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-25,27.39
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-25,70.65
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-25,57.21
sub-region,Vestland,driving,NA,NA,Norway,2020-12-25,49.78
sub-region,Vestland,walking,NA,NA,Norway,2020-12-25,32.35
sub-region,Vestland,transit,NA,NA,Norway,2020-12-25,28.08
sub-region,Viken,driving,NA,NA,Norway,2020-12-25,59.1
sub-region,Viken,walking,NA,NA,Norway,2020-12-25,60.49
sub-region,Viken,transit,NA,NA,Norway,2020-12-25,57.57
country/region,Norway,driving,Norge,NA,NA,2020-12-26,75.87
country/region,Norway,transit,Norge,NA,NA,2020-12-26,45.43
country/region,Norway,walking,Norge,NA,NA,2020-12-26,51.03
city,Oslo,driving,NA,NA,Norway,2020-12-26,45.67
city,Oslo,transit,NA,NA,Norway,2020-12-26,32.68
city,Oslo,walking,NA,NA,Norway,2020-12-26,26.48
sub-region,Agder,driving,NA,NA,Norway,2020-12-26,107.14
sub-region,Agder,walking,NA,NA,Norway,2020-12-26,86.13
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-26,131.58
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-26,117.37
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-26,96.97
sub-region,Nordland,driving,NA,NA,Norway,2020-12-26,75.77
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-26,78.89
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-26,75.53
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-26,66.34
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-26,48.05
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-26,62.06
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-26,44.48
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-26,91.23
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-26,70.3
sub-region,Vestland,driving,NA,NA,Norway,2020-12-26,72.77
sub-region,Vestland,walking,NA,NA,Norway,2020-12-26,47.31
sub-region,Vestland,transit,NA,NA,Norway,2020-12-26,40.32
sub-region,Viken,driving,NA,NA,Norway,2020-12-26,78.39
sub-region,Viken,walking,NA,NA,Norway,2020-12-26,73.15
sub-region,Viken,transit,NA,NA,Norway,2020-12-26,62.64
country/region,Norway,driving,Norge,NA,NA,2020-12-27,83.26
country/region,Norway,transit,Norge,NA,NA,2020-12-27,52.36
country/region,Norway,walking,Norge,NA,NA,2020-12-27,49.35
city,Oslo,driving,NA,NA,Norway,2020-12-27,54.4
city,Oslo,transit,NA,NA,Norway,2020-12-27,40.41
city,Oslo,walking,NA,NA,Norway,2020-12-27,29.72
sub-region,Agder,driving,NA,NA,Norway,2020-12-27,116.5
sub-region,Agder,walking,NA,NA,Norway,2020-12-27,76.96
sub-region,Innlandet,driving,NA,NA,Norway,2020-12-27,136.59
sub-region,Innlandet,walking,NA,NA,Norway,2020-12-27,92.73
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-12-27,102.92
sub-region,Nordland,driving,NA,NA,Norway,2020-12-27,75.02
sub-region,Rogaland,driving,NA,NA,Norway,2020-12-27,78.25
sub-region,Rogaland,walking,NA,NA,Norway,2020-12-27,70.32
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-12-27,63.85
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-12-27,39.84
sub-region,Trøndelag,driving,NA,NA,Norway,2020-12-27,72
sub-region,Trøndelag,walking,NA,NA,Norway,2020-12-27,46.9
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-12-27,96.97
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-12-27,67.93
sub-region,Vestland,driving,NA,NA,Norway,2020-12-27,78.38
sub-region,Vestland,walking,NA,NA,Norway,2020-12-27,45.84
