geo_type,region,transportation_type,alternative_name,sub-region,country,date,val
country/region,Norway,driving,Norge,NA,NA,2020-01-13,100
country/region,Norway,transit,Norge,NA,NA,2020-01-13,100
country/region,Norway,walking,Norge,NA,NA,2020-01-13,100
city,Oslo,driving,NA,NA,Norway,2020-01-13,100
city,Oslo,transit,NA,NA,Norway,2020-01-13,100
city,Oslo,walking,NA,NA,Norway,2020-01-13,100
sub-region,Agder,driving,NA,NA,Norway,2020-01-13,100
sub-region,Agder,walking,NA,NA,Norway,2020-01-13,100
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-13,100
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-13,100
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-13,100
sub-region,Nordland,driving,NA,NA,Norway,2020-01-13,100
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-13,100
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-13,100
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-13,100
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-13,100
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-13,100
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-13,100
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-13,100
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-13,100
sub-region,Vestland,driving,NA,NA,Norway,2020-01-13,100
sub-region,Vestland,walking,NA,NA,Norway,2020-01-13,100
sub-region,Vestland,transit,NA,NA,Norway,2020-01-13,100
sub-region,Viken,driving,NA,NA,Norway,2020-01-13,100
sub-region,Viken,walking,NA,NA,Norway,2020-01-13,100
sub-region,Viken,transit,NA,NA,Norway,2020-01-13,100
country/region,Norway,driving,Norge,NA,NA,2020-01-14,98.43
country/region,Norway,transit,Norge,NA,NA,2020-01-14,103.33
country/region,Norway,walking,Norge,NA,NA,2020-01-14,101.67
city,Oslo,driving,NA,NA,Norway,2020-01-14,99.79
city,Oslo,transit,NA,NA,Norway,2020-01-14,107.1
city,Oslo,walking,NA,NA,Norway,2020-01-14,104.07
sub-region,Agder,driving,NA,NA,Norway,2020-01-14,98.62
sub-region,Agder,walking,NA,NA,Norway,2020-01-14,93.29
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-14,102.58
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-14,80.69
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-14,117.89
sub-region,Nordland,driving,NA,NA,Norway,2020-01-14,94.17
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-14,93.35
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-14,104.63
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-14,96.79
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-14,98.86
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-14,101.05
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-14,111.8
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-14,94.06
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-14,88.5
sub-region,Vestland,driving,NA,NA,Norway,2020-01-14,95.9
sub-region,Vestland,walking,NA,NA,Norway,2020-01-14,99.46
sub-region,Vestland,transit,NA,NA,Norway,2020-01-14,95.46
sub-region,Viken,driving,NA,NA,Norway,2020-01-14,97.72
sub-region,Viken,walking,NA,NA,Norway,2020-01-14,105.15
sub-region,Viken,transit,NA,NA,Norway,2020-01-14,111.88
country/region,Norway,driving,Norge,NA,NA,2020-01-15,102.34
country/region,Norway,transit,Norge,NA,NA,2020-01-15,102.63
country/region,Norway,walking,Norge,NA,NA,2020-01-15,106.64
city,Oslo,driving,NA,NA,Norway,2020-01-15,105.32
city,Oslo,transit,NA,NA,Norway,2020-01-15,106.79
city,Oslo,walking,NA,NA,Norway,2020-01-15,110.41
sub-region,Agder,driving,NA,NA,Norway,2020-01-15,95.91
sub-region,Agder,walking,NA,NA,Norway,2020-01-15,103.28
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-15,104.84
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-15,92.91
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-15,108.51
sub-region,Nordland,driving,NA,NA,Norway,2020-01-15,92.52
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-15,95.71
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-15,109.46
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-15,99.63
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-15,87.24
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-15,91.61
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-15,103.46
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-15,98.58
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-15,95.32
sub-region,Vestland,driving,NA,NA,Norway,2020-01-15,96.18
sub-region,Vestland,walking,NA,NA,Norway,2020-01-15,103.4
sub-region,Vestland,transit,NA,NA,Norway,2020-01-15,98.15
sub-region,Viken,driving,NA,NA,Norway,2020-01-15,108.5
sub-region,Viken,walking,NA,NA,Norway,2020-01-15,113.55
sub-region,Viken,transit,NA,NA,Norway,2020-01-15,111.68
country/region,Norway,driving,Norge,NA,NA,2020-01-16,105.02
country/region,Norway,transit,Norge,NA,NA,2020-01-16,106.54
country/region,Norway,walking,Norge,NA,NA,2020-01-16,112.36
city,Oslo,driving,NA,NA,Norway,2020-01-16,110.01
city,Oslo,transit,NA,NA,Norway,2020-01-16,114.41
city,Oslo,walking,NA,NA,Norway,2020-01-16,122.77
sub-region,Agder,driving,NA,NA,Norway,2020-01-16,101.6
sub-region,Agder,walking,NA,NA,Norway,2020-01-16,98.81
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-16,109.55
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-16,86
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-16,108.32
sub-region,Nordland,driving,NA,NA,Norway,2020-01-16,86.11
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-16,96.98
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-16,105.59
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-16,97.22
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-16,101.62
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-16,93.28
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-16,93.79
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-16,103.16
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-16,100.33
sub-region,Vestland,driving,NA,NA,Norway,2020-01-16,108.13
sub-region,Vestland,walking,NA,NA,Norway,2020-01-16,118.41
sub-region,Vestland,transit,NA,NA,Norway,2020-01-16,97.59
sub-region,Viken,driving,NA,NA,Norway,2020-01-16,107.59
sub-region,Viken,walking,NA,NA,Norway,2020-01-16,112.96
sub-region,Viken,transit,NA,NA,Norway,2020-01-16,116.81
country/region,Norway,driving,Norge,NA,NA,2020-01-17,122.49
country/region,Norway,transit,Norge,NA,NA,2020-01-17,118.12
country/region,Norway,walking,Norge,NA,NA,2020-01-17,125
city,Oslo,driving,NA,NA,Norway,2020-01-17,124.1
city,Oslo,transit,NA,NA,Norway,2020-01-17,129.44
city,Oslo,walking,NA,NA,Norway,2020-01-17,133.4
sub-region,Agder,driving,NA,NA,Norway,2020-01-17,116.49
sub-region,Agder,walking,NA,NA,Norway,2020-01-17,103.36
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-17,166.28
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-17,98.82
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-17,112.51
sub-region,Nordland,driving,NA,NA,Norway,2020-01-17,92.2
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-17,107.82
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-17,131.89
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-17,103.63
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-17,100.06
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-17,107.76
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-17,116.93
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-17,123.25
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-17,118.65
sub-region,Vestland,driving,NA,NA,Norway,2020-01-17,111.33
sub-region,Vestland,walking,NA,NA,Norway,2020-01-17,133.28
sub-region,Vestland,transit,NA,NA,Norway,2020-01-17,122.06
sub-region,Viken,driving,NA,NA,Norway,2020-01-17,128
sub-region,Viken,walking,NA,NA,Norway,2020-01-17,119.65
sub-region,Viken,transit,NA,NA,Norway,2020-01-17,113.06
country/region,Norway,driving,Norge,NA,NA,2020-01-18,113.46
country/region,Norway,transit,Norge,NA,NA,2020-01-18,117.65
country/region,Norway,walking,Norge,NA,NA,2020-01-18,151.14
city,Oslo,driving,NA,NA,Norway,2020-01-18,118.7
city,Oslo,transit,NA,NA,Norway,2020-01-18,136.04
city,Oslo,walking,NA,NA,Norway,2020-01-18,175.38
sub-region,Agder,driving,NA,NA,Norway,2020-01-18,114.84
sub-region,Agder,walking,NA,NA,Norway,2020-01-18,129.68
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-18,135.23
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-18,122.21
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-18,108.41
sub-region,Nordland,driving,NA,NA,Norway,2020-01-18,99.34
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-18,113.64
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-18,138.93
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-18,110.43
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-18,115.4
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-18,107.57
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-18,136.93
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-18,109.19
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-18,113.97
sub-region,Vestland,driving,NA,NA,Norway,2020-01-18,111.66
sub-region,Vestland,walking,NA,NA,Norway,2020-01-18,151.33
sub-region,Vestland,transit,NA,NA,Norway,2020-01-18,106.49
sub-region,Viken,driving,NA,NA,Norway,2020-01-18,109.6
sub-region,Viken,walking,NA,NA,Norway,2020-01-18,134.8
sub-region,Viken,transit,NA,NA,Norway,2020-01-18,111.73
country/region,Norway,driving,Norge,NA,NA,2020-01-19,114.54
country/region,Norway,transit,Norge,NA,NA,2020-01-19,107.06
country/region,Norway,walking,Norge,NA,NA,2020-01-19,97.13
city,Oslo,driving,NA,NA,Norway,2020-01-19,102.34
city,Oslo,transit,NA,NA,Norway,2020-01-19,110
city,Oslo,walking,NA,NA,Norway,2020-01-19,100.74
sub-region,Agder,driving,NA,NA,Norway,2020-01-19,113.15
sub-region,Agder,walking,NA,NA,Norway,2020-01-19,80.16
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-19,158.97
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-19,96.46
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-19,113.29
sub-region,Nordland,driving,NA,NA,Norway,2020-01-19,103.06
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-19,105.71
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-19,94.33
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-19,100.85
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-19,81.07
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-19,105.39
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-19,86.21
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-19,109.83
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-19,83
sub-region,Vestland,driving,NA,NA,Norway,2020-01-19,107.97
sub-region,Vestland,walking,NA,NA,Norway,2020-01-19,93.89
sub-region,Vestland,transit,NA,NA,Norway,2020-01-19,114.46
sub-region,Viken,driving,NA,NA,Norway,2020-01-19,124.56
sub-region,Viken,walking,NA,NA,Norway,2020-01-19,117.35
sub-region,Viken,transit,NA,NA,Norway,2020-01-19,110.45
country/region,Norway,driving,Norge,NA,NA,2020-01-20,98.58
country/region,Norway,transit,Norge,NA,NA,2020-01-20,106.9
country/region,Norway,walking,Norge,NA,NA,2020-01-20,100.05
city,Oslo,driving,NA,NA,Norway,2020-01-20,98.44
city,Oslo,transit,NA,NA,Norway,2020-01-20,107.1
city,Oslo,walking,NA,NA,Norway,2020-01-20,99.77
sub-region,Agder,driving,NA,NA,Norway,2020-01-20,97.63
sub-region,Agder,walking,NA,NA,Norway,2020-01-20,89.41
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-20,100.55
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-20,92.26
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-20,103.18
sub-region,Nordland,driving,NA,NA,Norway,2020-01-20,92.77
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-20,101.79
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-20,110.63
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-20,98.08
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-20,87.54
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-20,99.27
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-20,96.21
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-20,95.71
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-20,87.73
sub-region,Vestland,driving,NA,NA,Norway,2020-01-20,100.59
sub-region,Vestland,walking,NA,NA,Norway,2020-01-20,100.88
sub-region,Vestland,transit,NA,NA,Norway,2020-01-20,112.05
sub-region,Viken,driving,NA,NA,Norway,2020-01-20,97.49
sub-region,Viken,walking,NA,NA,Norway,2020-01-20,108.94
sub-region,Viken,transit,NA,NA,Norway,2020-01-20,110.89
country/region,Norway,driving,Norge,NA,NA,2020-01-21,98.9
country/region,Norway,transit,Norge,NA,NA,2020-01-21,106.04
country/region,Norway,walking,Norge,NA,NA,2020-01-21,105.47
city,Oslo,driving,NA,NA,Norway,2020-01-21,100.73
city,Oslo,transit,NA,NA,Norway,2020-01-21,107.25
city,Oslo,walking,NA,NA,Norway,2020-01-21,110.9
sub-region,Agder,driving,NA,NA,Norway,2020-01-21,97.24
sub-region,Agder,walking,NA,NA,Norway,2020-01-21,95.08
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-21,96.31
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-21,83.82
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-21,103.14
sub-region,Nordland,driving,NA,NA,Norway,2020-01-21,95.65
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-21,104.16
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-21,123.63
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-21,97.2
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-21,87.6
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-21,94.47
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-21,87.25
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-21,92.62
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-21,94.77
sub-region,Vestland,driving,NA,NA,Norway,2020-01-21,99.33
sub-region,Vestland,walking,NA,NA,Norway,2020-01-21,110.93
sub-region,Vestland,transit,NA,NA,Norway,2020-01-21,110.47
sub-region,Viken,driving,NA,NA,Norway,2020-01-21,100.2
sub-region,Viken,walking,NA,NA,Norway,2020-01-21,108.94
sub-region,Viken,transit,NA,NA,Norway,2020-01-21,108.92
country/region,Norway,driving,Norge,NA,NA,2020-01-22,102.31
country/region,Norway,transit,Norge,NA,NA,2020-01-22,108.67
country/region,Norway,walking,Norge,NA,NA,2020-01-22,111.33
city,Oslo,driving,NA,NA,Norway,2020-01-22,103.69
city,Oslo,transit,NA,NA,Norway,2020-01-22,112.4
city,Oslo,walking,NA,NA,Norway,2020-01-22,115.32
sub-region,Agder,driving,NA,NA,Norway,2020-01-22,103.53
sub-region,Agder,walking,NA,NA,Norway,2020-01-22,90.9
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-22,102.58
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-22,89.01
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-22,107.57
sub-region,Nordland,driving,NA,NA,Norway,2020-01-22,102.04
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-22,101.28
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-22,117.72
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-22,95.9
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-22,90.77
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-22,96.5
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-22,92.39
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-22,101.88
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-22,97.47
sub-region,Vestland,driving,NA,NA,Norway,2020-01-22,102.2
sub-region,Vestland,walking,NA,NA,Norway,2020-01-22,120.91
sub-region,Vestland,transit,NA,NA,Norway,2020-01-22,124.65
sub-region,Viken,driving,NA,NA,Norway,2020-01-22,103.36
sub-region,Viken,walking,NA,NA,Norway,2020-01-22,122.38
sub-region,Viken,transit,NA,NA,Norway,2020-01-22,112.03
country/region,Norway,driving,Norge,NA,NA,2020-01-23,105.37
country/region,Norway,transit,Norge,NA,NA,2020-01-23,108.15
country/region,Norway,walking,Norge,NA,NA,2020-01-23,111.55
city,Oslo,driving,NA,NA,Norway,2020-01-23,106.37
city,Oslo,transit,NA,NA,Norway,2020-01-23,115.72
city,Oslo,walking,NA,NA,Norway,2020-01-23,125.91
sub-region,Agder,driving,NA,NA,Norway,2020-01-23,104.02
sub-region,Agder,walking,NA,NA,Norway,2020-01-23,92.17
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-23,117.11
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-23,92.03
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-23,110.08
sub-region,Nordland,driving,NA,NA,Norway,2020-01-23,100.34
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-23,98.22
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-23,112.46
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-23,101.25
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-23,94.61
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-23,101.4
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-23,88.27
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-23,102.81
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-23,92.41
sub-region,Vestland,driving,NA,NA,Norway,2020-01-23,104.66
sub-region,Vestland,walking,NA,NA,Norway,2020-01-23,111.01
sub-region,Vestland,transit,NA,NA,Norway,2020-01-23,109.36
sub-region,Viken,driving,NA,NA,Norway,2020-01-23,105.95
sub-region,Viken,walking,NA,NA,Norway,2020-01-23,105.12
sub-region,Viken,transit,NA,NA,Norway,2020-01-23,110.35
country/region,Norway,driving,Norge,NA,NA,2020-01-24,120.93
country/region,Norway,transit,Norge,NA,NA,2020-01-24,115.52
country/region,Norway,walking,Norge,NA,NA,2020-01-24,128.31
city,Oslo,driving,NA,NA,Norway,2020-01-24,118.66
city,Oslo,transit,NA,NA,Norway,2020-01-24,119.19
city,Oslo,walking,NA,NA,Norway,2020-01-24,141.99
sub-region,Agder,driving,NA,NA,Norway,2020-01-24,122.58
sub-region,Agder,walking,NA,NA,Norway,2020-01-24,111.48
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-24,153.7
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-24,101.65
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-24,111.07
sub-region,Nordland,driving,NA,NA,Norway,2020-01-24,101.54
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-24,109.28
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-24,123.43
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-24,110.83
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-24,106.71
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-24,107.33
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-24,107.61
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-24,123.06
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-24,100.61
sub-region,Vestland,driving,NA,NA,Norway,2020-01-24,115.8
sub-region,Vestland,walking,NA,NA,Norway,2020-01-24,138.15
sub-region,Vestland,transit,NA,NA,Norway,2020-01-24,130.86
sub-region,Viken,driving,NA,NA,Norway,2020-01-24,125.78
sub-region,Viken,walking,NA,NA,Norway,2020-01-24,127.93
sub-region,Viken,transit,NA,NA,Norway,2020-01-24,110.3
country/region,Norway,driving,Norge,NA,NA,2020-01-25,113.67
country/region,Norway,transit,Norge,NA,NA,2020-01-25,125.04
country/region,Norway,walking,Norge,NA,NA,2020-01-25,149.82
city,Oslo,driving,NA,NA,Norway,2020-01-25,118.37
city,Oslo,transit,NA,NA,Norway,2020-01-25,138.92
city,Oslo,walking,NA,NA,Norway,2020-01-25,174.26
sub-region,Agder,driving,NA,NA,Norway,2020-01-25,111.36
sub-region,Agder,walking,NA,NA,Norway,2020-01-25,117.52
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-25,130.25
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-25,113.35
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-25,103.29
sub-region,Nordland,driving,NA,NA,Norway,2020-01-25,104.26
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-25,117.76
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-25,145.35
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-25,119.06
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-25,113.24
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-25,109.51
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-25,133.86
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-25,113.41
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-25,106.11
sub-region,Vestland,driving,NA,NA,Norway,2020-01-25,107.3
sub-region,Vestland,walking,NA,NA,Norway,2020-01-25,151.56
sub-region,Vestland,transit,NA,NA,Norway,2020-01-25,127.9
sub-region,Viken,driving,NA,NA,Norway,2020-01-25,110.32
sub-region,Viken,walking,NA,NA,Norway,2020-01-25,135.69
sub-region,Viken,transit,NA,NA,Norway,2020-01-25,112.27
country/region,Norway,driving,Norge,NA,NA,2020-01-26,114.26
country/region,Norway,transit,Norge,NA,NA,2020-01-26,112.65
country/region,Norway,walking,Norge,NA,NA,2020-01-26,93.42
city,Oslo,driving,NA,NA,Norway,2020-01-26,99.1
city,Oslo,transit,NA,NA,Norway,2020-01-26,112.1
city,Oslo,walking,NA,NA,Norway,2020-01-26,100.26
sub-region,Agder,driving,NA,NA,Norway,2020-01-26,112.56
sub-region,Agder,walking,NA,NA,Norway,2020-01-26,68.68
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-26,160.73
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-26,79.98
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-26,110.73
sub-region,Nordland,driving,NA,NA,Norway,2020-01-26,115.39
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-26,102.54
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-26,82.66
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-26,121.14
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-26,94.31
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-26,97.07
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-26,83.82
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-26,113.8
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-26,74.59
sub-region,Vestland,driving,NA,NA,Norway,2020-01-26,107.03
sub-region,Vestland,walking,NA,NA,Norway,2020-01-26,91.16
sub-region,Vestland,transit,NA,NA,Norway,2020-01-26,121.78
sub-region,Viken,driving,NA,NA,Norway,2020-01-26,124.37
sub-region,Viken,walking,NA,NA,Norway,2020-01-26,104.13
sub-region,Viken,transit,NA,NA,Norway,2020-01-26,121.83
country/region,Norway,driving,Norge,NA,NA,2020-01-27,98.53
country/region,Norway,transit,Norge,NA,NA,2020-01-27,106.31
country/region,Norway,walking,Norge,NA,NA,2020-01-27,93.52
city,Oslo,driving,NA,NA,Norway,2020-01-27,96.29
city,Oslo,transit,NA,NA,Norway,2020-01-27,104.9
city,Oslo,walking,NA,NA,Norway,2020-01-27,91.66
sub-region,Agder,driving,NA,NA,Norway,2020-01-27,96.37
sub-region,Agder,walking,NA,NA,Norway,2020-01-27,84.41
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-27,101.5
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-27,73.48
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-27,103.96
sub-region,Nordland,driving,NA,NA,Norway,2020-01-27,117.72
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-27,98.57
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-27,101.21
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-27,112.12
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-27,101.08
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-27,95.52
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-27,89.77
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-27,93.27
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-27,85.37
sub-region,Vestland,driving,NA,NA,Norway,2020-01-27,96.54
sub-region,Vestland,walking,NA,NA,Norway,2020-01-27,96.78
sub-region,Vestland,transit,NA,NA,Norway,2020-01-27,107.6
sub-region,Viken,driving,NA,NA,Norway,2020-01-27,98.94
sub-region,Viken,walking,NA,NA,Norway,2020-01-27,100.39
sub-region,Viken,transit,NA,NA,Norway,2020-01-27,118.24
country/region,Norway,driving,Norge,NA,NA,2020-01-28,99.58
country/region,Norway,transit,Norge,NA,NA,2020-01-28,106.06
country/region,Norway,walking,Norge,NA,NA,2020-01-28,100.93
city,Oslo,driving,NA,NA,Norway,2020-01-28,102.74
city,Oslo,transit,NA,NA,Norway,2020-01-28,105.63
city,Oslo,walking,NA,NA,Norway,2020-01-28,101.34
sub-region,Agder,driving,NA,NA,Norway,2020-01-28,93.1
sub-region,Agder,walking,NA,NA,Norway,2020-01-28,73.15
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-28,96.82
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-28,84.64
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-28,102.8
sub-region,Nordland,driving,NA,NA,Norway,2020-01-28,103.35
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-28,99.48
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-28,102.71
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-28,113.58
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-28,108.15
